"str","count","o1","p1","o2","p2","o3","p3","minp"
"mmb","54",-0.000269126709946925,0.916464645641433,-0.000306613469889798,0.857719699206886,NA,NA,0.857719699206886
"mpa","142",-0.000183728946736262,0.98257254440886,-0.000471698263660373,0.707013850410567,0.0010075442699033,0.0876373183732686,0.0876373183732686
"mpe","90",-0.000115235828648373,0.897359748659773,-0.000221642350562616,0.975244090412016,-0.000413340712433618,0.774119436862757,0.774119436862757
"mpi","61",-0.00046750805899097,0.721777577160929,0.00164012034342489,0.00671038636359667,-0.000380082252995963,0.796527670900368,0.00671038636359667
"mpo","85",-0.000194527497790391,0.800672304048921,0.000505023672059293,0.341520921203395,-1.25832463293336e-05,0.784624738474089,0.341520921203395
"mpu","53",NA,NA,-0.000369949775571238,0.806083726528274,-0.000210982721828343,0.984819476409638,0.806083726528274
"mpA","73",-0.000293009771980296,0.894905200465696,0.00112460679775439,0.0421599518566003,0.00151348745193204,0.0356268767578332,0.0356268767578332
"mab","168",0.000327791848046381,0.494213146085189,0.00792018574579048,0,0.00186865649634216,0.0123213359679715,0
"mad","416",0.000906710215719751,0.168214515908806,0.00031789009163193,0.536903673551081,-0.000128111408510182,0.932018548689969,0.168214515908806
"mag","143",0.000825627558341015,0.17708428160829,-0.000500127865334622,0.700722991561179,-0.000249688673407315,0.941179159451351,0.17708428160829
"mah","59",-0.000114756640952029,0.898384715279942,NA,NA,-0.000408063050883172,0.761826205638608,0.761826205638608
"maj","99",-0.000398482472225822,0.783515250368906,-0.000103090508596284,0.889726648087509,-0.000194012995531992,0.770122709264208,0.770122709264208
"mak","361",-0.000627728464967656,0.579958047374404,0.000228391169021924,0.593013107563621,0.000508004655156462,0.381917587923646,0.381917587923646
"mal","229",0.003979759595375,2.56096186035393e-07,0.00127626513054356,0.0833354933322621,-0.000573369607180231,0.635987900678316,2.56096186035393e-07
"mam","103",-0.00022316714211928,0.268214495309974,-0.000338552782701969,0.856889943942226,0.000136739055863623,0.579228146751464,0.268214495309974
"man","1153",0.00174541471875689,0.0163419217402334,0.000343110991784894,0.530690427526049,0.00322567121205333,2.42596158115393e-05,2.42596158115393e-05
"mar","539",0.00208709361417325,0.0043641192945918,0.000469779188632297,0.393849460823974,0.00630297611588506,2.22044604925031e-15,2.22044604925031e-15
"mas","329",0.000996635049744701,0.125615466938215,0.000154610299906358,0.653317969584719,0.00114025946319045,0.0858386839684924,0.0858386839684924
"mat","203",-0.000448956655947859,0.743652754190026,0.000299067516828851,0.528566240476731,-0.00052545418075639,0.66026855183786,0.528566240476731
"maw","161",0.00293774528874148,1.51751872363715e-05,0.00668726601663174,0,0.00120857895368812,0.0919525497526885,0
"may","136",0.000707054558287334,0.243581869563057,-0.00034094682295091,0.853945157152674,6.95618860225197e-05,0.7175192764937,0.243581869563057
"mai","72",-0.000369504335378047,0.805729650186811,-0.000331844034239454,0.832409903653513,-0.000351476795929569,0.78959703602134,0.78959703602134
"maN","276",0.000449421732498293,0.414433746315077,0.00629092542488338,0,0.00188787963160551,0.0102579729110468,0
"maR","65",4.45224468337831e-05,0.681068938952773,0.00347195786198871,9.32905077632995e-08,0.000547035136492414,0.285447479748576,9.32905077632995e-08
"maI","132",0.00214376879933553,0.000865782569160034,0.000369119937522798,0.434081198281667,0.00275353102634945,2.26987038791648e-05,2.26987038791648e-05
"med","66",-0.000464332064556574,0.723203923728193,-0.000367308463937082,0.824366854249283,-0.000195483623401419,0.993573728368939,0.723203923728193
"meg","52",-0.000281952610170721,0.885621604522239,-0.000210195496027053,0.646785739617991,-0.000317136252991563,0.850926304592315,0.646785739617991
"mek","93",-0.000179433489820641,0.351587283510911,-0.000122511948929377,0.916211364421821,0.000784718412861352,0.15283848735877,0.15283848735877
"mel","80",-0.000227886892524872,0.968924263036647,0.000250932199417996,0.51667698091567,-0.000266399669864706,0.914161157660734,0.51667698091567
"men","263",-0.000213492614551068,0.986243573749442,0.00130863325372803,0.0419074261860304,-0.000203455084349743,0.996631517215146,0.0419074261860304
"mer","123",0.000632616081083539,0.246201994344817,0.000422841523043726,0.446814373417632,-0.000486008485334823,0.697897429824974,0.246201994344817
"mes","73",-0.000492657154000962,0.665067342248574,-0.000236639874376318,0.955458728672533,-0.000196705519673623,0.996387138292,0.665067342248574
"met","51",0.0019903346946184,0.00140318439550158,3.2705327528675e-05,0.745468464526671,-0.000174326627805382,0.967836758583735,0.00140318439550158
"mid","78",-0.000200451844961644,0.984891804836341,-0.00020158067836916,0.942042155173881,0.000154863700871379,0.621276457406808,0.621276457406808
"mik","66",-0.000287260263416994,0.88111686922822,0.00609186732862583,0,-0.000277884505193814,0.897122447770961,0
"min","293",0.000318547862450821,0.492973149528506,-0.000388098517995658,0.813430485079251,0.000911417210282469,0.164190906035407,0.164190906035407
"mir","90",0.000342661238178668,0.448628251178258,0.000428794823955975,0.380628761118873,0.00132279637744872,0.0316369428178953,0.0316369428178953
"mis","102",-8.56538799932363e-05,0.880364052097946,-0.000231343210975673,0.96386414171483,0.0133042718119351,0,0
"mit","53",-0.000375987137712293,0.831551531377261,-0.0001851094765796,0.982524864638558,-0.000248935993378796,0.932953526739057,0.831551531377261
"mia","68",-0.000277800546668752,0.913286868963935,-0.00038271476218544,0.796010299778236,-0.000205310558427039,0.811284521080539,0.796010299778236
"miN","65",0.00141104713322302,0.0285273945237898,-0.000402887192020611,0.788442433714273,0.00125410281979818,0.0311105481063834,0.0285273945237898
"miA","65",0.000742269995125589,0.219645992694345,0.00460990097080157,1.14264153694421e-10,-0.000316650821400592,0.870828570086209,1.14264153694421e-10
"mod","86",-0.000427247611553243,0.750021487736783,NA,NA,-0.000275742195213175,0.918647455647887,0.750021487736783
"mog","56",-0.000203415786970845,0.873722946472481,-0.000203486834333353,0.875503243817313,0.000370315747382412,0.408835403755886,0.408835403755886
"mok","92",-0.000128093874903944,0.919305115125963,-0.000302002005163195,0.890202754963985,-8.11730448146684e-05,0.844253289592186,0.844253289592186
"mol","70",NA,NA,2.05058654143436e-05,0.773455116854045,0.00052392395697323,0.307063523708375,0.307063523708375
"mon","162",3.33579927319455e-05,0.75788852693145,-0.000184815862645863,0.983942548999629,0.00083487979839008,0.174903468185479,0.174903468185479
"mor","173",-0.000271775377583633,0.927203430879717,-0.000346403867601037,0.838064018883633,-0.000591198208781,0.61171900998969,0.61171900998969
"moN","72",-0.000168443983259891,0.965967463302336,-0.000256761701486046,0.00746226147688706,0.0006179570408208,0.291783523332469,0.00746226147688706
"mud","68",-0.00037954977625246,0.766939050950128,-9.9581319694144e-05,0.857599806183881,-0.000328848330577913,0.833389039190288,0.766939050950128
"muk","85",-0.00037632127348214,0.795810178765771,-0.000427545613697314,0.756087710287365,-0.000320187034354546,0.840972020209754,0.756087710287365
"mun","135",-0.000463696820291664,0.730087592294287,0.00562305732873607,9.04165631254727e-13,-0.000379423755210945,0.793802154016971,9.04165631254727e-13
"mur","96",-0.000207386549692587,0.991688698735415,-0.00015573577181726,0.948742006129916,-0.000241462531171624,0.941753661966517,0.941753661966517
"mus","89",0.000740320755533214,0.21189840601812,1.67385303991548e-05,0.755222261881353,-0.000292370374361191,0.884963141004343,0.21189840601812
"mua","64",0.00206280238979221,0.00103348634406775,-0.000201978936410668,0.929833344483526,0.00354893481047336,3.41075283571968e-08,3.41075283571968e-08
"mue","58",0.00385746957828651,3.72685760030578e-08,0.000820214463909779,0.0788400606700668,-0.000142228058084704,0.935566316980185,3.72685760030578e-08
"muo","87",0.00965873929695423,0,0.00171709020568129,0.00569023427831405,0.00195119620857605,0.00122514737761659,0
"nbl","67",-0.000200050516299752,0.999599813850633,0.00850012264725324,0,-0.000109585834433658,0.873317036027336,0
"nba","258",0.000119388353983544,0.691101141658315,0.000426196533617105,0.391533674215643,0.000209690630302656,0.616167900652656,0.391533674215643
"nbe","59",-0.000317609810529215,0.854345011293056,3.08017955656035e-05,0.689526222377203,-0.000188020564569318,0.555892874472167,0.555892874472167
"nbi","86",-0.00020926531005615,0.652398222119485,-0.000344281628707927,0.841028153203753,0.00228893986012558,0.000188253567507068,0.000188253567507068
"nbo","109",-5.88515682828337e-05,0.857588478009636,-0.000220910775410005,0.977978308329692,0.00150549048823333,0.0228651526025652,0.0228651526025652
"nbu","193",0.00137882263106503,0.0427862206921954,0.000551396529303182,0.310304561255857,0.00294013203264559,5.62559947696606e-05,5.62559947696606e-05
"nbA","103",-2.2567931444928e-05,0.807900770814737,0.000614012786240086,0.30219612559077,0.000222835295014384,0.586040249898091,0.30219612559077
"nch","614",0.024308578110291,0,0.0460709648535914,0,0.0254707739267616,0,0
"nda","678",-1.13696687818421e-05,0.817009035335677,-0.000312220973823515,0.888084784812408,0.000235675239454816,0.588358758046106,0.588358758046106
"nde","505",0.00187594900553855,0.0106391046609773,0.00558784255209143,5.32907051820075e-14,0.00260555834220672,0.000436135186485886,5.32907051820075e-14
"ndi","451",0.00307373854276815,2.4189562572996e-05,0.00109567201370828,0.109718178720153,0.00517590797665074,2.68147726245616e-11,2.68147726245616e-11
"ndo","440",0.000879593085337044,0.203525233118462,-6.04947957113259e-05,0.865175549833098,-0.000227705792935892,0.97292077513251,0.203525233118462
"ndu","536",0.000790134950696104,0.222157633918859,0.000628715681984553,0.300034399495527,0.00337658213036968,1.01589982941519e-05,1.01589982941519e-05
"ndA","851",0.00796018739154619,0,0.00687044439041566,0,0.0100789095411417,0,0
"ndE","746",0.000928565808408427,0.173889128582121,0.000103637677107811,0.712622300494108,0.000584551609404199,0.335309601803996,0.173889128582121
"ndI","456",0.00209685947674103,0.00466101791643125,0.0025681731580433,0.000331233072003334,0.000719417111903091,0.231991592333367,0.000331233072003334
"ndO","348",0.000138399185584032,0.668977164535611,0.000282880886932889,0.549565705066914,1.46916358170831e-06,0.815171615017458,0.549565705066914
"ndU","401",0.00587428362473061,4.55857573911089e-13,0.00178708709177039,0.0150064403886738,0.00602250918880897,8.1645801230934e-13,4.55857573911089e-13
"nfa","136",-9.47762736844171e-05,0.888513110784996,-9.92689532444265e-05,0.901739056971945,-0.000182710606755105,0.982584290875927,0.888513110784996
"nfo","55",0.000146148751494365,0.644770147860953,NA,NA,-0.000500538535407343,0.664119523962728,0.644770147860953
"ngb","450",0.00166096156563895,0.0179212532359694,0.00390032912146611,7.74504691491984e-07,0.00032475142193723,0.53558659214451,7.74504691491984e-07
"ngl","52",NA,NA,-0.000165199451416314,0.956886225095862,-0.000276181458426741,0.895705123120111,0.895705123120111
"ngr","75",-0.000362608320619112,0.784711861646637,NA,NA,0.000719816894004852,0.232707857534812,0.232707857534812
"ngw","1030",0.0498878151283778,0,0.0401011530947872,0,0.0303070651303355,0,0
"nga","1442",0.00449104632415882,1.9850391330678e-08,0.0044235056876288,2.83675316570253e-08,0.00486920690236472,6.58792886909509e-09,6.58792886909509e-09
"nge","234",9.19805253378135e-05,0.704959414574176,0.00269948468076237,0.000192957022482121,0.000402287874104134,0.460505651824605,0.000192957022482121
"ngi","131",0.00301379643584442,0.000124343541682448,-0.000453597024957382,0.725734055253846,-9.93710466319745e-05,0.892032547210672,0.000124343541682448
"ngo","999",0.00020728029402181,0.609507428251958,0.000814674350420004,0.235245816673831,0.00632101377547221,2.22044604925031e-16,2.22044604925031e-16
"ngu","1229",0.00235710505097301,0.0030834416159633,0.00427099667697419,4.4562784573543e-08,0.0108769101879342,0,0
"ngA","1361",0.0145917020913691,0,0.0145080161032824,0,0.0165449702948176,0,0
"ngE","179",0.0103459244209391,0,0.00114474769945338,0.100779924902484,0.0015685195139424,0.0188606204921236,0
"ngI","100",-0.000181551643634409,0.975117954221061,-0.000316138335186181,0.865800274013231,-0.000203775547144639,0.864819318410727,0.864819318410727
"ngO","673",0.00556035755043775,6.70685729176057e-12,0.00220041458193588,0.00477310514245777,0.00122515936497356,0.0788644059758359,6.70685729176057e-12
"ngU","458",0.003563850169661,1.04482461615873e-06,0.00852934041764896,0,0.00398616369722417,1.38318165365803e-07,0
"nha","86",0.000904452374687181,0.0683093368214611,-0.000333284837420313,0.849704927700859,0.00179819522708416,0.00775037435593928,0.00775037435593928
"nhA","55",0.000806104248720826,0.156551692749903,-0.000213541326624869,0.537889228189656,-0.000273511981134253,0.899582730853039,0.156551692749903
"nja","306",0.00109070172142132,0.114495075242139,0.00268992426987835,0.000521162896760297,0.00650167448107748,3.99680288865056e-15,3.99680288865056e-15
"nje","118",-0.000324259794553162,0.863898692290904,-0.000385211473808656,0.796134107946321,0.000519716718273573,0.33872771465566,0.33872771465566
"nji","100",-0.000353833648094761,0.829570618392587,-0.000344904512820444,0.84530455452222,0.00839750265291289,0,0
"njo","132",0.000686074556758125,0.21825351320328,-0.000257524087002611,0.93792906780974,-0.000135680757590816,0.931189001696367,0.21825351320328
"njA","137",-0.000349480300083512,0.801606523217565,-0.000540405524560331,0.64362139325219,-0.000363340674183117,0.816974920304383,0.64362139325219
"njE","81",-0.00027294556051079,0.91167168771973,-0.000395009723623651,0.780830187905241,NA,NA,0.780830187905241
"njI","177",0.00538876372276945,1.53657087054171e-11,0.0014562766367872,0.038286539567282,0.000764897382220268,0.223371925636174,1.53657087054171e-11
"njO","63",-0.000233936371100731,0.958434357095287,-0.000321385739681358,0.870802378869116,-0.000308015027050964,0.854508539494716,0.854508539494716
"nkp","99",0.00138803978837073,0.0306538831061114,0.000120332677584103,0.649134798680296,-0.000262899825777816,0.91437244041004,0.0306538831061114
"nkr","194",0.00237426838809854,0.000557726446251516,0.0123336715924987,0,0.00213381863252156,0.00264275213557119,0
"nkw","158",-0.000191249690082287,0.990572252480265,0.000365483012113,0.449842541414898,0.000676425149840123,0.250330424393189,0.250330424393189
"nka","660",0.00479766424181746,3.05564906710742e-10,0.00278335282736326,0.00035619573191803,0.00176874141877462,0.0149962218513915,3.05564906710742e-10
"nke","152",0.000518548132166181,0.317057920637329,-0.000368824848177307,0.804127101195268,-0.000294726400631947,0.914112713252908,0.317057920637329
"nki","193",-0.000673038355020471,0.563135421111626,0.0017670953317373,0.0121840837753093,-0.000204246596338371,0.995857543787066,0.0121840837753093
"nko","701",0.00110446322248592,0.123618098719392,0.00231566048815412,0.00198661725683547,0.00191081786317751,0.00792799946970257,0.00198661725683547
"nku","477",0.00158547201497815,0.0300239722009024,0.00101370327983088,0.188868604486467,0.00659325633087272,6.90558721316847e-14,6.90558721316847e-14
"nkA","228",0.000166360526339017,0.652978955814671,-0.000725272196110572,0.491759144509883,0.00114593542247682,0.0891764741649164,0.0891764741649164
"nkE","99",0.0018963426414601,0.00107713628627937,-7.41016618429667e-05,0.87172349423324,0.00105626690308406,0.0277715516693369,0.00107713628627937
"nkI","82",-0.000260884471386977,0.934613913115584,-0.000168153422062546,0.146292727171794,-0.00010173816513329,0.896259453688333,0.146292727171794
"nkO","297",0.00927939415239332,0,-0.000604293272194531,0.62009856170602,0.00163347789103254,0.0176455329051088,0
"nkU","88",0.000623773390946115,0.286563031160281,-0.00032802761965207,0.855351984065524,-0.000105027831101512,0.889790539294761,0.286563031160281
"nlE","64",-0.000205118296753661,0.813687090853543,0.00303103882327817,1.06504276842223e-06,-0.000201886630733979,0.997995085368493,1.06504276842223e-06
"nmb","55",-0.000209896858951768,0.656362640459998,-0.000163125440080036,0.956240821498427,0.00737151323898216,0,0
"nnd","98",-0.000300680588571024,0.889342458699785,0.000262729092629197,0.578900692418307,0.00230433423347638,0.000266461387508077,0.000266461387508077
"nng","83",-2.32186069293208e-05,0.78962589522675,0.00153627559058098,0.0111286508937216,0.000677992527056953,0.212707144074944,0.0111286508937216
"nnt","91",-0.000115974390908514,0.898491299306395,0.00189014104312986,0.00607054540946939,0.00223877896266665,0.00145778377719963,0.00145778377719963
"nny","65",0.000134221070261748,0.652469822349554,-0.000330018968916656,0.849620279514389,4.75534981386311e-05,0.726144531551659,0.652469822349554
"nnA","59",-0.000172834485948395,0.962740801665055,-0.000555103554459925,0.583694679659546,-7.69884340923068e-05,0.861256390833715,0.583694679659546
"npa","58",-0.000206018056753473,0.78271689921204,-0.000125534154769746,0.8990788075298,-0.000215121731272651,0.496780683671625,0.496780683671625
"nqu","56",-0.000179584543632404,0.341692162068317,0.000293647083069483,0.395002128888462,0.0013238692541747,0.0112467906289906,0.0112467906289906
"nsa","313",0.000419774785807376,0.453116232553178,0.000948178924435562,0.15524349409339,0.00280921017396071,0.000204346462626903,0.000204346462626903
"nse","103",-0.000253752528175221,0.940980269407669,-0.000281599900696948,0.893205250066953,0.00238371021826956,0.00182291347965124,0.00182291347965124
"nsi","140",-0.000560680142245169,0.637478161274408,-0.000378761222964342,0.803872324604307,-0.000330893430739673,0.860640426400033,0.637478161274408
"nso","175",0.000649699949601293,0.248486000877487,-0.000398722579428141,0.812209389277816,-0.00020018178742555,0.999854130968504,0.248486000877487
"nsu","105",-0.000233659916322596,0.961051139051485,-0.000367067136776128,0.824600846405001,0.000626679411109558,0.26779410803236,0.26779410803236
"nsA","87",-0.000380711579884122,0.805355598543064,-3.37351378745266e-05,0.816924927453752,-0.000309221988620054,0.84675488620579,0.805355598543064
"nsE","63",-0.000286263515593953,0.881153887774522,-0.000199159752681453,0.96795002080059,-0.000211265140515897,0.602876356196271,0.602876356196271
"nsI","68",NA,NA,-0.00024549191404159,0.934829644056114,-0.000324228720330614,0.870891350738187,0.870891350738187
"nsO","183",0.000422445568827838,0.427226033248067,0.000968961409757649,0.117557128744033,0.00716331538874208,0,0
"nsU","54",-0.000163056349774574,0.948526310566614,-0.000413025333058443,0.749031335393609,-0.000200250431203467,0.99208836915167,0.749031335393609
"nta","550",0.00113496566458677,0.0974104598472452,0.000675545239785944,0.293347995422524,0.000921166886977821,0.180315130875719,0.0974104598472452
"nte","210",0.000650888660962964,0.232882706306373,0.000338311551508736,0.499240666703503,0.000582215938446477,0.365189269662758,0.232882706306373
"nti","609",0.00263666149998095,0.000564676248207885,0.00286307088593632,9.73562438932873e-05,0.00957691402376867,0,0
"nto","203",-0.000176741839976687,0.975546235347986,-0.000435616072625484,0.760448007847685,-2.00354460097398e-05,0.814968456533755,0.760448007847685
"ntu","211",-0.00029655612810036,0.901412645345902,-0.000264571714964123,0.933713774558526,-0.000192865453386938,0.993174714583088,0.901412645345902
"ntA","490",0.0120727930894762,0,0.00175644398834209,0.011140115743663,0.0202244576393994,0,0
"ntE","142",0.00072127573987894,0.236522898952549,0.00247978384981334,0.000461330882304489,-0.000190214162103943,0.655203739160141,0.000461330882304489
"ntI","151",-0.000476036487250062,0.71392662581994,-0.000292666660023407,0.903765713834952,-0.00046757733594978,0.725208401750769,0.71392662581994
"ntO","166",0.000537881501677768,0.217266899805179,0.00110725939395725,0.0826887462117241,0.00014105657822926,0.683212734099022,0.0826887462117241
"ntU","90",-0.000367463921618499,0.828055420191012,-0.000257697236663865,0.933792431220977,NA,NA,0.828055420191012
"nwa","96",0.000202554328737569,0.630785524932866,-0.000582039006230417,0.635307367627589,-0.000203623315603775,0.860160159127113,0.630785524932866
"nwA","65",1.12467487741945e-05,0.758738028763255,-0.00035109082811301,0.830647830413332,NA,NA,0.758738028763255
"nya","707",0.000321649430599726,0.544300613536277,-3.16091004554804e-05,0.853265948593198,0.00144294053938814,0.04810833365935,0.04810833365935
"nye","381",0.00103849210549005,0.12279029146394,0.00116351808759661,0.0740521085419392,0.00112861494558816,0.0998574839635189,0.0740521085419392
"nyi","214",7.28042813904108e-05,0.736793999769955,0.00232408892391671,0.00201525247596868,-0.00051921042477576,0.675031380570452,0.00201525247596868
"nyo","281",0.000568509569680595,0.316240565551295,-9.1712577426423e-05,0.890569418643189,-0.000167802864656838,0.968145434264517,0.316240565551295
"nyA","538",0.000548958213459561,0.378297426428302,0.00310865241360818,7.77566133642882e-05,0.00323885656889888,1.49765041252969e-05,1.49765041252969e-05
"nyE","268",0.000969477596356481,0.150664238612251,0.00539467333964586,2.05147010490236e-12,0.00296711914963763,9.50346674484237e-05,2.05147010490236e-12
"nyI","143",-0.0002232231387383,0.975383882704511,-0.000424822089157161,0.774028027480371,0.000752675000761245,0.209218443224702,0.209218443224702
"nyO","57",-0.000363477174461358,0.828680166015778,NA,NA,0.0185762005838807,0,0
"nza","117",0.000169565051156316,0.60110658628333,0.00544239056038589,1.65423230669148e-13,0.000627335431598322,0.27731095748686,1.65423230669148e-13
"nzA","51",-6.99376412907404e-05,0.821564626992811,0.000326728380608551,0.503014928328952,-0.000198463226340686,0.942862889249791,0.503014928328952
"nab","175",0.000117697827493408,0.679459372919068,0.00280726618307091,8.41936526096987e-05,0.000126988346193812,0.687782721323749,8.41936526096987e-05
"nad","108",-0.000526027424422908,0.655370153084975,0.000522868066556048,0.279805651594406,0.00239438756773504,0.000432650409346147,0.000432650409346147
"nag","118",-0.000280051269585257,0.916451999231595,-0.000281461793873422,0.917676466927322,-0.000476348925046516,0.703965361371158,0.703965361371158
"nak","231",0.00166221016000233,0.0155592716323207,0.00142892946344344,0.0291735608170356,-7.28341120964488e-05,0.885320756452546,0.0155592716323207
"nal","53",-0.000194210563516339,0.783840888206603,-0.000188149426633595,0.566707621262562,0.000848636774365956,0.083869040062005,0.083869040062005
"nam","168",-0.000229390511020669,0.966621503389936,4.33555797262436e-05,0.762580071200332,-0.00050523215392163,0.702926224574696,0.702926224574696
"nan","426",0.00172439442183852,0.012741696416156,0.00211816053662134,0.00344081917698635,0.00143165258276211,0.0436378573716578,0.00344081917698635
"nar","126",0.000379611468182474,0.440200371502252,0.000166083895163627,0.61479693375317,0.000321232978387902,0.477814384099817,0.440200371502252
"nas","153",0.00202141892766393,0.00331345950773376,-0.000205206349821375,0.994948795815085,0.000324015259205684,0.503242358152905,0.00331345950773376
"nat","86",3.4382029462108e-05,0.728072306410685,-0.000268659567796249,0.923877602912311,-0.000216828264954709,0.452589676241051,0.452589676241051
"naw","136",0.00169308022969191,0.0209132627357769,0.00026647776600958,0.536697896075194,5.76258988390679e-05,0.713984581239516,0.0209132627357769
"nay","57",-0.000199162887362534,0.966664104932363,-0.000173087826625493,0.961495302717589,9.67925303881415e-05,0.658024825910662,0.658024825910662
"naN","104",-0.000143607952639905,0.930630672356803,-0.000669157306455853,0.531722680471244,-0.000283805042481314,0.906303408657855,0.531722680471244
"neb","94",0.000243545415831967,0.594598481406979,0.000160694538895451,0.616047716265655,-0.000441709119388862,0.77785646711997,0.594598481406979
"ned","54",-0.000142145261749305,0.919904241194623,-0.000336393488526442,0.829036236728289,-0.000206183405492357,0.777884221655061,0.777884221655061
"neg","104",0.000350005758107589,0.481902564291987,-0.000343887719077274,0.854123526347388,-0.000283671982605001,0.912741387252868,0.481902564291987
"nek","141",8.19243398135214e-05,0.709972102529422,-0.000636044724902272,0.585259261634403,-0.000581919562173225,0.609594661830689,0.585259261634403
"nem","83",-0.000336853298720428,0.860472615843811,0.0332937867436959,0,0.00195598757818026,0.00245329603582167,0
"nen","107",-0.000233605958923796,0.962700720190769,0.00103251835299837,0.117826985002849,-0.000250910322830252,0.950789316369683,0.117826985002849
"ner","57",-0.00021006927144145,0.652496406491131,-0.000128448223282598,0.917454306125455,-0.000254588403364136,0.936020528472133,0.652496406491131
"nes","59",0.0110231899273448,0,-0.000356401493791019,0.828316617192403,-0.000270573139217879,0.913570305148571,0
"net","61",-0.000152699628478011,0.0268493934603309,-0.000427264055374647,0.74475631750733,-0.000184948605045569,0.499630791967116,0.0268493934603309
"nib","101",-8.81516983406987e-05,0.851308701671336,0.000271706801324056,0.539731906048571,-0.000272628922624739,0.912568216311781,0.539731906048571
"nig","104",-0.000250837496114588,0.937569861285023,-0.000341931410588781,0.850039312759508,-0.000179213878617984,0.979143537130899,0.850039312759508
"nik","218",0.00171180849178667,0.0163859007457974,0.0014088411674209,0.0651830040217296,0.000733452118608082,0.262628734408908,0.0163859007457974
"nim","97",0.00425636802822467,1.97234635290755e-08,0.0365432084183357,0,-0.000297800090250398,0.868617748504781,0
"nin","270",-0.000405166780436617,0.790725681304358,-0.00055731698694669,0.638201171429941,0.00140224272493976,0.0516854914025389,0.0516854914025389
"nis","73",-0.000147301818550053,0.944678305427343,-0.000519656280886922,0.665949623952905,0.000281171483635627,0.494557065209185,0.494557065209185
"niy","63",0.00290468587081414,2.04611562866219e-05,-0.000194952466903755,0.813864871947043,9.53037687964286e-05,0.640450900764342,2.04611562866219e-05
"niN","87",NA,NA,-0.000145955099081596,0.941111395492255,-0.000150370497527326,0.931316899896805,0.931316899896805
"nog","84",0.00355119867651454,9.76465579283214e-07,0.00112713974923094,0.0641406192491667,0.00201441029957913,0.00609954485449915,9.76465579283214e-07
"nok","82",0.00208264329944609,0.000877771391193605,0.000196837719156156,0.611473279216292,-0.000423238811750821,0.769773314146632,0.000877771391193605
"nom","56",-7.2579052094253e-06,0.786397154388137,-0.000354368418042993,0.795380805785927,-0.000165896333123496,0.951610291678245,0.786397154388137
"non","99",-0.000525686411340429,0.639994235794552,NA,NA,-0.000370789157411397,0.810530873832974,0.639994235794552
"nor","67",-0.000314469207324128,0.844450696432455,-0.000360124927250843,0.816890632427267,-0.000252705457191637,0.93791845017278,0.816890632427267
"noN","59",0.000392243730271625,0.46054948067172,-0.000201853229698462,0.934554482915346,-0.000192331978369246,0.718869375109941,0.46054948067172
"nug","57",NA,NA,-0.000339678999808663,0.843071146174716,-0.000271125021879284,0.903654841449054,0.843071146174716
"nuk","83",1.9898702900275e-05,0.77386665279414,-0.000203812022741214,0.862215574110374,0.000230169623653793,0.50430147550779,0.50430147550779
"num","98",-0.000372509618589989,0.809115127456969,0.000984995306788478,0.114560093938136,-0.000252476402345019,0.942608158571968,0.114560093938136
"nun","59",-0.000280715824264426,0.893231599599087,-0.000211543435191435,0.584090192449808,NA,NA,0.584090192449808
"ple","216",0.0318764950840322,0,0.0241007412701121,0,0.020138950220885,0,0
"pak","127",-0.000683723148701249,0.50984805908887,-4.92698905419738e-05,0.844222027323581,-0.000493710816961411,0.674743937392498,0.50984805908887
"pal","183",0.0008888231271724,0.153212893359241,-0.000154098712483891,0.952282828530618,-0.0001068568360751,0.901800934314914,0.153212893359241
"pam","67",-0.000216674676104471,0.434790606280242,-6.22019329774244e-05,0.855615979661215,-0.00035776476617952,0.79781689795875,0.434790606280242
"pan","268",0.00068228703079603,0.27265649183429,-0.000195117131733412,0.995101766468156,7.3827765619381e-05,0.733802554179583,0.27265649183429
"par","252",0.000581918647881523,0.304788950730689,0.000372276448994554,0.47034391775891,0.00341870286526195,6.52620139240945e-06,6.52620139240945e-06
"pas","58",-0.000213180580540244,0.984372853754449,-0.000209571159581704,0.659438867095502,-0.000295813179138179,0.896252631694081,0.659438867095502
"pat","140",-5.61168704436543e-05,0.827806199012949,-0.000517553075422377,0.683903695850989,-0.000464589291215231,0.722726287969985,0.683903695850989
"paN","73",-0.000189464054170028,0.619390420257089,0.00313534419681933,4.60537985524923e-09,3.21945797900613e-05,0.683243691916862,4.60537985524923e-09
"pel","153",-0.000318656253726671,0.877413171225147,-0.000198035163611136,0.92768133334311,0.000406414706684221,0.380224008006629,0.380224008006629
"pen","157",-0.000286320227560064,0.906604466001436,0.000683764724989515,0.254841698572127,-0.000379905807980578,0.80880103141589,0.254841698572127
"per","169",0.00187816087540526,0.00714798259162519,0.000290556846980702,0.51489578533103,0.000934153436185761,0.153106265727915,0.00714798259162519
"pes","57",-0.000197233258211903,0.889592398513067,-0.000460359579085137,0.709595330934701,NA,NA,0.709595330934701
"pet","85",-8.20336627625214e-05,0.872849517396583,-0.000203552327559739,0.872663992170556,9.40909491428927e-05,0.684624915838256,0.684624915838256
"pin","65",-0.000312911439116718,0.850835903160789,-0.000207479180820276,0.733558086297826,0.00260499615822695,3.65357659071197e-05,3.65357659071197e-05
"pok","98",-0.000262559836988835,0.925386647994692,0.00334603240061227,4.83024219510853e-07,-0.000251997040498968,0.942410437202754,4.83024219510853e-07
