"geonameid","group","NamE","longitude","latitude"
"2247862",2,"NdiavenE",-1715487.05167245,1545351.38920926
"2247863",2,"NdiavenE",-1635514.01160675,1498813.42245328
"2247864",2,"NdiatianE",-1770650.8711049,1572791.12668477
"2247865",2,"NdiA TakO",-1745964.21382721,1671287.26468332
"2247866",2,"NdiatakH",-1770791.80118386,1718668.2530854
"2247867",2,"KhoubiT",-1860910.5797036,1641970.35843757
"2247868",2,"NdiassI",-1760877.55296416,1699710.62011128
"2247869",2,"NdiassanE",-1831132.30726438,1673460.23847759
"2247870",2,"NdiassanE",-1811076.71886083,1639253.16329634
"2247873",2,"NdiA SaM",-1750498.97978801,1652703.47763427
"2247874",2,"NdiarognE",-1829800.63415214,1591061.04098467
"2247875",2,"NdiarnO OuadE",-1782783.66087798,1732077.52734988
"2247876",2,"NdiarnO DioP",-1787820.58144144,1739695.26994253
"2247877",2,"NdiarnO",-1762692.54585731,1735290.57111361
"2247878",2,"NdiarnO",-1661328.85528101,1724918.104084
"2247879",2,"NdiarI DiofE",-1706983.32982656,1651644.4215671
"2247882",2,"NdiarhayE",-1714307.28046704,1812886.27862115
"2247883",2,"NdiarhayE",-1703426.92709666,1807831.85161634
"2247884",2,"NdiarhatE NdiassanE",-1836760.70957988,1669862.32649493
"2247885",2,"NdiarhatE",-1794510.86978971,1715547.22368602
"2247886",2,"NdiakhatE",-1738039.66224639,1695208.64446594
"2247887",2,"NdiarhatE",-1826448.53890388,1693929.70518256
"2247888",2,"NdiarhaO",-1760184.03754939,1677252.5167249
"2247889",2,"NdiarguE",-1781173.31245714,1692749.13318305
"2247890",2,"NdiarenE",-1739462.75998375,1729078.60701327
"2247891",2,"NdiaremE",-1669823.8798864,1852470.97951215
"2247892",2,"NdiarE DierI",-1722069.76783982,1711091.51006539
"2247893",2,"NdiarE BayeL",-1757648.35208928,1727679.10201124
"2247898",2,"NdiardE",-1780699.42988617,1702089.96887744
"2247899",2,"NdiarayE",-1729835.54569816,1667148.98453128
"2247900",2,"NdiaratO",-1700605.04480461,1632809.93481035
"2247901",2,"DaroU NdiaR",-1860940.2067878,1666690.79872376
"2247902",2,"NdiaovenE",-1786303.94655018,1734041.9091555
"2247903",2,"NdiaoutA",-1765661.13665642,1804586.36442351
"2247904",2,"NdiaoU NdiaoU",-1781456.37747382,1687144.40113625
"2247905",2,"NdiavenE",-1739826.020554,1748906.49013158
"2247906",2,"NdiaouE",-1750478.52981231,1690096.14150748
"2247907",2,"NdiaoudouN",-1775559.51629925,1800795.88789849
"2247908",2,"NdiaoudI",-1732048.51550745,1733057.58335455
"2247909",2,"Ndiaouara-TorobE",-1607000.60901563,1854846.14602168
"2247911",2,"NdiaouarA",-1671277.46208383,1557438.68057758
"2247912",2,"NdiaouarA",-1714651.79693517,1522915.11108055
"2247914",2,"NdiaossiR DieyE",-1775888.83477401,1782282.61986255
"2247916",2,"NdiaO NdiaO",-1756097.89652829,1686498.79050625
"2247917",2,"NdiaO BoudI",-1732621.81729231,1763155.72573892
"2247918",2,"NdiaO BambalI",-1697056.29156859,1550541.86158977
"2247922",2,"NdianrhenE",-1772530.86376529,1647639.49337926
"2247923",2,"NdiankoT",-1638475.63051291,1558586.35074955
"2247924",2,"NdiankE",-1751262.47123294,1710684.6738528
"2247925",2,"NdianienE BaborI",-1701932.05935464,1563726.25523272
"2247926",2,"NdianienE",-1691191.42857253,1559748.35955729
"2247927",2,"NdianguenE",-1764839.1689915,1540870.01575278
"2247928",2,"NdianguE",-1701275.42771648,1844218.25319757
"2247930",2,"NdianE SabO",-1669969.64661087,1746510.55806664
"2247931",2,"NdianE NdiayE",-1764885.41805414,1727867.28515919
"2247938",2,"NdiayE NdiangoU",-1716492.09720745,1740958.55349705
"2247939",2,"NdiandE",-1797639.87459884,1653882.00829052
"2247940",2,"NdiandE",-1771264.09286495,1636386.93587977
"2247941",2,"NdiandA",-1833251.35856529,1594891.04842286
"2247942",2,"NdianbouR",-1780606.36978638,1631006.980987
"2247944",2,"NdianaouR",-1791339.37014153,1741659.37528507
"2247945",2,"NdiamsiL",-1771986.01327045,1621443.99307132
"2247946",2,"NdiamboU",-1781317.4068936,1760102.41805627
"2247947",2,"NdiamboR",-1728787.88830374,1730259.82870063
"2247948",2,"NdiamanE",-1682156.56740439,1714369.37986294
"2247949",2,"NdiamanE",-1836332.18877661,1606199.60040495
"2247950",2,"NdiamakoutA",-1708656.50854011,1492896.36509315
"2247951",2,"NdiamaguenE",-1735830.98047564,1702241.74838974
"2247952",2,"NdiamadJ",-1756646.07909918,1781888.61729873
"2247955",2,"NdialouyE",-1768695.08516415,1724225.03917182
"2247957",2,"NdialiguE",-1782019.63750383,1675934.92268973
"2247958",2,"NdialenE",-1717168.5645004,1847483.63280791
"2247959",2,"NdialbeR",-1776888.76012749,1705733.3988472
"2247960",2,"NdialbE",-1770494.69121865,1688734.8534527
"2247961",2,"NdialaM",-1769558.50635655,1807615.85273981
"2247962",2,"NdialaL",-1765261.60220383,1610060.46156321
"2247963",2,"NdialakhaR",-1775000.79586919,1790779.71290653
"2247964",2,"NdiallakhaR",-1781592.0222048,1768030.81182421
"2247965",2,"NdialaK",-1804882.48596953,1725177.99273603
"2247966",2,"NdiakonE",-1388882.85011906,1615013.57786697
"2247967",2,"NdiekinanE",-1755241.25270594,1740029.85848256
"2247968",2,"NdiakhoumbO",-1765552.98659413,1714792.01839316
"2247969",2,"NdiakhetE",-1794800.149043,1709941.32158568
"2247970",2,"NdiakhetE",-1804620.97106113,1695228.4564743
"2247971",2,"NdiakheR",-1783251.83214321,1785840.52394834
"2247972",2,"NdiakheR",-1780326.53694588,1778785.97850942
"2247973",2,"NdiakhatE SaR",-1801381.50744605,1687658.4339065
"2247974",2,"NdiakhatE",-1745840.70514317,1746071.11496451
"2247975",2,"NdiakhatE",-1653324.18488783,1734726.76798932
"2247976",2,"NdiakhaR",-1738638.32107393,1739183.46587201
"2247977",2,"NdiakhalaM",-1806815.37449684,1687799.65025172
"2247978",2,"NdiakhaL",-1769055.55457998,1752291.98116731
"2247979",2,"NdiakhA FaL",-1790115.98548022,1730399.98449816
"2247980",2,"NdiakiR",-1486420.05284436,1787606.92394631
"2247981",2,"NdiakeL",-1758879.3467787,1591209.5336587
"2247982",2,"NdiakalA",-1793920.11891144,1655659.1070095
"2247984",2,"NdiainaR",-1746756.03010283,1617091.87269503
"2247985",2,"NdiahenE",-1712506.01536271,1530340.11766995
"2247986",2,"NdiaguenE IsouP",-1774979.12122862,1557934.2097093
"2247987",2,"NdiaguenE",-1753353.63327862,1705128.47462524
"2247988",2,"NdiaguenbaL",-1757890.02958906,1817897.1450013
"2247989",2,"NdiaguE",-1778115.60470981,1681447.15051506
"2247992",2,"NdiagnE TioulI",-1737955.36798935,1683676.17657415
"2247993",2,"NdiagnE TalI",-1714812.40094352,1720630.90372982
"2247994",2,"NdiagnE",-1745463.47168654,1726548.48935098
"2247995",2,"NdiagnE",-1735613.46989002,1691906.26643019
"2247996",2,"NdiagnE",-1780301.87615994,1674020.23108453
"2247997",2,"NdiagnE",-1719853.55682879,1648217.74003901
"2247998",2,"NdiagnE",-1837313.55169438,1623072.77711001
"2247999",2,"NdiagnE",-1754867.60720922,1439520.53032276
"2248000",2,"NdiaguenE OuoloF",-1764103.46412205,1777692.77510627
"2248001",2,"NdiaganiaO",-1822332.29125159,1632051.71703257
"2248002",2,"NdiaganE",-1827124.68782008,1680842.84815515
"2248003",2,"NdiagambA",-1814546.58753556,1605655.92541858
"2248005",2,"NdiafatE",-1763123.03624635,1578222.33209163
"2248006",2,"NdiayenE DouleL",-1691327.40311757,1699475.34082395
"2248007",2,"NdiaenE",-1733721.06113579,1681697.64490732
"2248009",2,"NdiadieU",-1780889.29053213,1698353.86040557
"2248010",2,"NdiademE",-1811631.93765755,1628039.10179082
"2248011",2,"NdiA GondioL",-1643349.22494509,1727247.25227573
"2248014",2,"NdiabI FaL",-1785172.25454582,1720914.98832719
"2248016",2,"NdiabaK",-1540979.24701446,1539765.84981771
"2248021",2,"NdayanE",-1864832.30382284,1634820.69996831
"2248024",2,"NdeuktA",-1756109.60712028,1757560.61376634
"2248025",2,"NdeugueT",-1784961.9761684,1777227.79037093
"2248034",2,"NdemgoM",-1732324.35365066,1614878.19256909
"2248035",2,"NdemenE",-1774023.97490303,1690694.69716407
"2248036",2,"NdemenE",-1720776.35416404,1549206.95321628
"2248037",2,"NdemebelegnE",-1753727.91411954,1697658.07912791
"2248038",2,"NdematoU",-1742701.22160918,1736641.07658713
"2248041",2,"NdellerE",-1744021.71997497,1710499.83610079
"2248045",2,"NdekenE",-1788796.57171339,1685461.82079935
"2248047",2,"NdeguenE FaL",-1779454.82091845,1726377.42309379
"2248048",2,"NdeftilI",-1547121.25948261,1750164.49368861
"2248050",2,"NdayanE",-1721434.05678871,1614619.75966003
"2248051",2,"NdawaS DiagnE",-1766774.78527107,1776766.76577334
"2248053",2,"NdaT DiokouL",-1778030.78269063,1718856.85700555
"2248054",2,"NdaR SalL",-1780350.73358058,1706309.09877951
"2248055",2,"NdaroU MataR",-1757900.97141573,1533232.23078362
"2248056",2,"NdaroU DiobenE",-1455144.46169592,1547395.51231613
"2248060",2,"NdaramI",-1604546.83563445,1742394.00734547
"2248061",2,"NdaramE",-1638870.68827359,1672439.73806628
"2248062",2,"NdaramE",-1640848.75881365,1545575.6501162
"2248064",2,"NdaouerE",-1766406.97098349,1733518.12821102
"2248065",2,"NdavenE",-1763040.87377058,1755159.46012765
"2248067",2,"NdankoU",-1677137.28089129,1548232.01419112
"2248069",2,"NdangouR FaL",-1753230.31380026,1778057.13113695
"2248071",2,"NdangaR",-1820238.77957168,1708740.76099319
"2248073",2,"NdanganE",-1820491.98380532,1578626.75071785
"2248076",2,"NdandantoU",-1812997.68923289,1708548.76956128
"2248077",2,"NdaM MatakH",-1754410.05256278,1720114.75685382
"2248079",2,"NdaM LO",-1702331.43339026,1634719.28205173
"2248080",2,"NdaM KhaliL",-1752784.79592619,1751862.66007139
"2248081",2,"NdaM KhaB",-1750590.11862922,1759285.54487497
"2248084",2,"NdaM GuinoP",-1765362.8049451,1718527.3310858
"2248085",2,"NdaM GotT",-1767538.79680477,1746640.27009189
"2248088",2,"NdaM NdaM",-1779172.77217971,1749302.34767466
"2248092",2,"NdaM LO",-1859675.41068123,1668065.4417976
"2248096",2,"NdalingueR",-1789561.48045493,1706062.5989103
"2248097",2,"NdalarlO",-1732190.03713521,1759936.36747647
"2248098",2,"Ndakhar-PostE",-1669944.15195006,1546207.63220011
"2248099",2,"NdakhaR LamanE",-1784882.54501003,1726520.13548391
"2248100",2,"NdakhaR KobA",-1741805.03314186,1788972.59170578
"2248101",2,"NdakhaR BirimA",-1779551.21635128,1724508.81578649
"2248102",2,"NdakhaR",-1758564.14066386,1787483.87704937
"2248103",2,"NdakhaR",-1746685.2283073,1764792.60489036
"2248104",2,"NdakhaR",-1813385.383389,1701072.96793669
"2248105",2,"NdakhaR",-1742770.34397253,1699250.46001909
"2248106",2,"NdakhaR",-1693665.45157092,1544863.44165334
"2248110",2,"NdafenE",-1803200.04471265,1614730.0720394
"2248111",2,"NdadafaR",-1826054.4708286,1630273.98124215
"2248112",2,"NdabE SoW",-1764221.5760709,1779442.27356139
"2248113",2,"NboutemboU",-1565443.39206563,1519757.86448218
"2248115",2,"MbisseL",-1826349.76137529,1587232.77389826
"2248119",2,"NayoN MadoU",-1585297.73334664,1611531.36224306
"2248120",2,"NayoN KeuR KadI",-1587033.33879956,1613433.23570916
"2248121",2,"NayoN DiaM PoulO",-1585217.82798761,1613393.73026586
"2248123",2,"NayE GuedI",-1725940.27187494,1672660.19067808
"2248124",2,"NayE BoyaL",-1711838.76332043,1625603.60161812
"2248131",2,"NavarenE",-1671698.24774386,1589187.55949478
"2248134",2,"NatchilatI",-1510735.82706491,1423687.04835866
"2248136",2,"NassinE",-1558459.79710343,1512161.6286573
"2248144",2,"NaoudouroU",-1739503.4087412,1577667.43380919
"2248148",2,"NaoleroU",-1740124.48546257,1523483.82572629
"2248149",2,"NankilaN",-1548104.57246186,1543637.62624227
"2248150",2,"NaninE KoyE",-1583165.08527427,1576054.78189421
"2248155",2,"NangangO",-1601793.32009694,1854666.20960125
"2248156",2,"NanganaM",-1421163.14335498,1580245.36468245
"2248157",2,"NangadI",-1690050.27592485,1664315.31615804
"2248161",2,"NandoumarI",-1354237.79508742,1375895.80461881
"2248162",2,"NandjiguI",-1694578.69943303,1565427.29902754
"2248180",2,"NamanderI",-1370184.44770006,1662577.22632655
"2248184",2,"NalaL DaoU",-1543776.68282643,1700090.53530983
"2248185",2,"NafadjI",-1271782.88402828,1405226.31835067
"2248190",2,"NaidE BoussA",-1725759.14119777,1676394.41530426
"2248198",2,"NadiotO",-1766484.5665046,1462388.98007463
"2248202",2,"NabadjI",-1452776.59493664,1756278.93566599
"2248209",2,"MpaL KelI",-1761171.88626122,1729640.10259513
"2248212",2,"MoyafarA",-1671335.8500489,1436005.34425688
"2248214",2,"MoutinA",-1816806.59091465,1387181.38620267
"2248215",2,"MoussA PenndA",-1784843.88055101,1541334.70424009
"2248216",7,"MoussalA",-1316851.28382044,1525469.77555266
"2248217",7,"MoussalA",-1315648.35559888,1524441.48000992
"2248218",7,"MoussalA",-1257974.1340998,1468581.30047149
"2248219",2,"MoussA GayE",-1783195.96916979,1537556.33169856
"2248220",2,"MousdalifA",-1636816.4162272,1554818.6866695
"2248222",2,"MourtekI",-1738076.99988468,1646790.65555534
"2248224",2,"MourkadiE",-1595735.7330919,1847223.51741731
"2248228",2,"MourdioujenE",-1846466.54227225,1692588.47430933
"2248229",2,"MourA MaL",-1742586.35573936,1774033.50256543
"2248232",2,"MountaboU",-1486912.96835782,1525663.60565003
"2248236",2,"MoundO SankoulE",-1513163.40697544,1457255.62628935
"2248238",2,"MoundaI OrgO",-1590265.37729307,1860151.48130348
"2248239",2,"MounavarA",-1682429.50369633,1552084.15937314
"2248241",2,"MouloungA",-1280463.52312141,1384835.78262347
"2248242",2,"MoulessI",-1490904.96840509,1516428.9412881
"2248245",2,"MoukhoumE",-1706799.12112647,1576911.92004896
"2248246",2,"MoukH MoukH",-1714527.13885971,1728551.34366314
"2248247",2,"MouitabA",-1582133.2059194,1466029.69739919
"2248249",2,"MouI NdiobonE",-1762500.48465589,1703492.04063274
"2248251",2,"MougninI",-1502837.05551232,1440303.57352523
"2248252",2,"MouderI",-1369186.5677288,1678582.33973101
"2248254",2,"MosladjI II",-1774679.45492269,1677619.10679784
"2248255",2,"MosladjI I",-1774865.83033878,1673882.2586049
"2248256",2,"MosgueE",-1748379.25823967,1435395.99587328
"2248257",2,"MantiaboU",-1359117.76483563,1667212.38868944
"2248261",2,"MorO NdiayE",-1756837.13368383,1671558.68852713
"2248262",2,"MoroiafarA",-1290462.38820808,1405124.47862767
"2248264",2,"MorikoundA",-1757892.04123883,1433417.49303755
"2248265",2,"MorI KoundA",-1536408.20792717,1420432.09239749
"2248267",7,"MoribougoU",-1356092.08636977,1653813.36646503
"2248270",2,"MordaM GueyE",-1737976.10372597,1694074.1878508
"2248273",2,"MonT RollanD",-1847343.57054292,1675757.92923019
"2248274",2,"MonoroP",-1800654.06319752,1629634.4132477
"2248277",2,"MongonA",-1801154.26922436,1455143.92381195
"2248281",2,"MoltabA",-1616242.8752385,1433134.2350687
"2248288",2,"MogO YalalbE",-1454157.5361747,1747685.42199676
"2248290",2,"ModoU TaL",-1715067.64911562,1672393.42541566
"2248293",2,"ModI KokO",-1721953.50927285,1680038.00247265
"2248294",2,"ModikeloL",-1512062.76462136,1710587.01126067
"2248296",2,"ModI BoulO",-1462457.52770355,1763406.86036115
"2248298",2,"ModianE EhayE",-1730683.48259496,1611100.65340083
"2248299",2,"ModianE",-1820425.88616706,1633875.42599804
"2248303",2,"MissirA TioyenE",-1621601.73600356,1612329.26720535
"2248304",2,"MissirA MamadoU BaldE",-1643849.79208985,1427988.30912802
"2248305",2,"MissirA LoenE",-1738532.95458676,1674841.05469386
"2248306",2,"MissirA KoubA",-1507077.01209274,1473903.84555113
"2248308",2,"MissirA DorO",-1670494.1339895,1490214.74274059
"2248309",2,"MissirA DinaI",-1749698.21201442,1553606.53552307
"2248310",2,"MissirA DiakA",-1469019.7850899,1467613.32164118
"2248311",2,"MissirA DantiliA",-1280556.4547509,1392321.39304624
"2248312",2,"MissirA DamantaN",-1462461.11737467,1447020.2748647
"2248313",2,"MissirA BoyenE",-1611920.01533083,1496461.38162065
"2248314",2,"MissirA BourboN",-1665825.54754133,1428490.30565361
"2248315",2,"MissirA BokodA",-1625360.72772005,1433313.36700484
"2248316",2,"MissirA BaldE KayerA",-1629975.87852006,1500564.61281992
"2248317",2,"MissirA",-1749496.5533203,1673244.15551847
"2248318",2,"MissirA",-1736812.79490026,1672928.70201602
"2248319",2,"MissirA",-1587908.4834811,1592938.88765839
"2248320",2,"MissirA",-1648980.19852376,1568147.58930604
"2248321",2,"MissirA",-1649141.46393005,1564417.5662947
"2248322",2,"MissirA",-1502712.73557994,1540868.51621167
"2248323",2,"MissirA",-1746568.18107139,1542319.79025828
"2248324",2,"MissirA",-1801587.36932448,1534244.75848514
"2248325",2,"MissirA",-1476555.26450829,1510570.08345088
"2248326",2,"MissirA",-1721563.05703739,1489440.5637289
"2248327",2,"MissirA",-1488927.57509324,1471702.45734541
"2248328",2,"MissirA SirimanA",-1279927.09112138,1457390.54646207
"2248329",2,"MissirA",-1815603.45855885,1465350.67274391
"2248330",2,"MissirA",-1688122.94346642,1460713.46378996
"2248331",2,"MissirA",-1603333.97619235,1436611.53309667
"2248332",2,"MissirA",-1729769.6171501,1424883.24245394
"2248333",2,"MissirA",-1627689.64356051,1420301.30423317
"2248334",2,"MissirA",-1696654.39776742,1405371.29990934
"2248345",2,"MigA RotO",-1668598.54927948,1729208.72124872
"2248350",2,"MesserE TiakeL",-1622429.75480838,1550778.36930604
"2248351",2,"MesserE TeuG",-1786206.67417883,1735909.59015879
"2248352",2,"MesserE MbaboN",-1764215.8943037,1705406.62648399
"2248353",2,"MesserE GuibeL",-1618320.99847567,1561883.98166495
"2248354",2,"MesserE",-1808912.44052022,1682239.82178629
"2248355",2,"MesserE",-1730158.74937535,1622301.43311886
"2248356",2,"MerinA SimonG",-1781808.80722015,1750761.17607324
"2248357",2,"MerinA SeK",-1793637.23777102,1732364.89720296
"2248358",2,"MerinA SaR",-1746698.45983258,1729264.95136379
"2248359",2,"MerinA SantiE",-1777701.84113602,1760005.5327266
"2248360",2,"MerinA SambE",-1820433.63614134,1705002.45818913
"2248361",2,"MerinA PaleM",-1764561.05466844,1769007.15014339
"2248362",2,"MerinA NdioL",-1812375.79972188,1714582.02775863
"2248363",2,"MerinA NdiegnE",-1792216.92622139,1724842.17644899
"2248364",2,"MerinA NdiayE",-1792704.9479349,1739446.98057138
"2248365",2,"MerinA NdiayE",-1801360.58120909,1723213.69589571
"2248366",2,"MerinA NdiayE",-1710166.90182747,1661062.82965147
"2248367",2,"MerinA GueyE",-1831784.05612209,1695943.46388409
"2248368",2,"MerinaguenE",-1731400.63740682,1786523.00039992
"2248369",2,"MerinA FaL",-1828162.71273942,1695847.49739456
"2248370",2,"MerinA DioP",-1770374.83002816,1761680.83300816
"2248371",2,"MerinA DioP",-1740511.49550277,1744063.50671276
"2248372",2,"MerinA DioP",-1791632.85404605,1736053.64782775
"2248373",2,"MerinA DioP",-1797936.3750197,1719379.60110164
"2248374",2,"MerinA DioP",-1788702.01907211,1687330.63779165
"2248375",2,"MerinA DiA",-1774966.32057049,1743095.73353193
"2248376",2,"MerinA DakaR",-1783517.87744088,1752677.04601393
"2248377",2,"MerinA BebE",-1781808.80722015,1750761.17607324
"2248378",2,"MerinA AstA",-1781921.48416019,1684327.88076853
"2248379",2,"MerinA SaL",-1774607.52466802,1775762.062764
"2248385",2,"MerI MbakE",-1732368.37384565,1652258.86622974
"2248391",2,"MerekotO",-1461636.27874377,1567996.43438919
"2248393",2,"MeoundoU",-1788607.35964385,1689199.45422398
"2248394",2,"MeoundoU",-1776840.73989244,1685814.07719817
"2248395",2,"MeoudoU KanE",-1800138.96505041,1676398.98853192
"2248396",2,"MeoU DiobenE",-1623146.35731967,1489230.55490743
"2248397",2,"MeouanE",-1822260.25510198,1691179.7891926
"2248398",2,"MeO NdioubenE",-1674994.21078808,1555653.46547718
"2248399",2,"MeO NdiayenE",-1675075.46723277,1553787.80584607
"2248400",2,"MeO MeO",-1740197.0928648,1601981.77859174
"2248403",2,"MengueyE",-1772951.91214843,1795485.66957551
"2248404",2,"MenguelE",-1703073.05278935,1778827.45249519
"2248406",2,"MemedoU KombA",-1777934.80639952,1720725.41668523
"2248407",2,"MekhE VillagE",-1813298.14528133,1695537.63345047
"2248410",2,"MeguieG",-1766401.64809689,1450827.92448889
"2248412",2,"Medina-YorofoulA",-1608652.30638567,1487069.68515943
"2248413",2,"MedinA YoguE",-1562866.33670316,1445151.68130636
"2248414",2,"MedinA YelouR",-1691848.69265138,1812728.36826045
"2248415",2,"MedinA TourE",-1738806.16781206,1669239.82705313
"2248416",2,"MedinA TobenE",-1598884.99432221,1591310.13996054
"2248417",2,"MedinA TiarenE",-1646758.1474537,1577430.27973544
"2248418",2,"MedinassI",-1682749.49241727,1714473.6384686
"2248419",2,"MedinA SintioU AmaT MaraM",-1688128.61258012,1546608.4523997
"2248420",2,"MedinA SaR",-1733347.72688641,1631723.46439147
"2248421",2,"MedinA SambA GourO",-1368398.44966841,1647642.34675045
"2248422",2,"MedinA SambenE",-1625641.3685913,1603088.88871584
"2248423",2,"MedinA SalI",-1625987.12175136,1552719.40788708
"2248424",2,"MedinA SabakH",-1701914.73898237,1522633.99673997
"2248425",2,"MedinA PakanE",-1507763.94533455,1455292.35091347
"2248426",2,"MedinA NdovenE",-1646676.97157633,1579295.24532395
"2248427",2,"MedinA NdiayenE",-1620031.81267302,1606697.07166416
"2248428",2,"MedinA MbayenE",-1618004.71535897,1569338.70067673
"2248429",2,"MedinA MbayE FayE",-1734087.20983594,1536429.26755318
"2248430",2,"MedinA KolI",-1649542.82354477,1555094.74614869
"2248431",2,"MedinA KeuR LahinE MarA",-1649060.88002874,1566282.57780605
"2248432",2,"MedinA KeuR BaboU",-1707634.24446671,1558251.33243509
"2248433",2,"MedinA GounaS",-1504316.39907212,1466708.45711017
"2248434",2,"MedinA FaS",-1655597.18589847,1583225.80159757
"2248435",2,"MedinA eL HadjI",-1632945.72284621,1426000.71383946
"2248436",2,"MedinA DiogniK",-1705149.47050426,1573138.57693714
"2248437",2,"MedinA DakhaR",-1798945.25837776,1693455.86897134
"2248438",2,"MedinA CheriF",-1555574.56290513,1445012.72601399
"2248439",2,"MedinA BoenI",-1428965.01338637,1412940.6469353
"2248440",2,"MedinA BobO",-1716492.3468108,1642530.88927127
"2248441",2,"MedinA BaboU",-1721924.82082509,1564181.00360955
"2248442",2,"MedinA AboloU",-1611986.46257398,1539364.0960515
"2248454",2,"MdogonE",-1802985.59237655,1655889.25882937
"2248458",2,"MbramA RaT",-1742683.50686741,1772166.95465666
"2248463",2,"MboyenE",-1783502.98417208,1646042.51456516
"2248464",2,"MboyE DioM",-1714797.60027013,1677992.78297447
"2248465",2,"MboynanE",-1669916.11364899,1752011.36662859
"2248466",2,"MboussobE",-1693880.49915852,1715858.44329803
"2248467",2,"MboussobE",-1717327.53774618,1663105.61444854
"2248468",2,"MboussO",-1793733.99284498,1659395.83620139
"2248469",2,"MboussalI",-1701102.64560999,1660843.98659138
"2248470",2,"MbousnaR",-1827213.09901335,1643406.63147995
"2248471",2,"MbouroukH BambarA",-1863732.43729008,1646059.26124905
"2248472",2,"MbouroukH SereR",-1864744.42762509,1645956.49961852
"2248473",2,"MbouroR",-1837685.52902343,1615593.49587235
"2248474",2,"MbouromassI",-1563550.29591119,1521584.06591138
"2248482",2,"MboundoU MbabA",-1591589.09347193,1634048.94815583
"2248483",2,"MboumE NieL",-1455300.9920212,1636750.64109077
"2248484",2,"DaroU MboumbayE",-1791338.41585585,1775841.7135185
"2248486",2,"MboulouM SenO",-1719618.63527779,1614576.84299918
"2248487",2,"MboulouK",-1761569.44986428,1791372.80507492
"2248489",2,"MbouL LarhaR",-1780787.78051643,1627271.03138221
"2248490",2,"MboulkanE",-1744952.46195759,1691826.83169221
"2248491",2,"MbouleM",-1841315.12131226,1615685.36200791
"2248492",2,"MbouleM",-1747895.10907293,1592818.5757582
"2248501",2,"MboukoutouR",-1792128.75000641,1618197.49856695
"2248503",2,"MbouftA",-1815967.41950908,1686166.41577307
"2248504",2,"MboudayE SeK",-1810094.17381588,1622386.67197316
"2248505",2,"MboudayE",-1788680.06407194,1614371.6214967
"2248506",2,"MboubanE",-1802610.98738472,1663363.71475371
"2248508",2,"MboS NiombouL",-1750209.39057153,1620914.66211632
"2248509",2,"MboS NadiouR",-1719878.55143093,1608977.31453637
"2248510",2,"MboS BaL PeuL",-1712531.76889554,1610672.3128182
"2248511",2,"MboS BaL",-1712445.48611302,1612539.00470768
"2248513",2,"Mboro-sur-MeR",-1837998.27140485,1702560.64661616
"2248514",2,"MborO KandiO",-1839054.28370956,1700678.95148381
"2248516",2,"MborinE",-1813771.40227061,1693596.03420252
"2248517",2,"MborhodofE",-1778681.23713663,1595423.69067126
"2248518",2,"MbondanE",-1798565.04615324,1635195.08203505
"2248519",2,"MboN BassarI",-1411070.53296785,1402597.19801129
"2248520",2,"MboN PeuL",-1412554.29509426,1400468.16767499
"2248521",2,"MboltagnE NaR",-1775836.6848021,1726282.541611
"2248523",2,"MbolO BiranE",-1497278.78804166,1793539.16480156
"2248524",2,"MbolO AlI",-1495825.05983087,1792689.7253555
"2248525",2,"MbolloP",-1696644.7126177,1559870.7389048
"2248526",2,"MbodognE",-1729745.14706861,1669016.19387133
"2248527",2,"MbodjenE",-1762424.83997123,1593164.1118034
"2248528",2,"MbodienE",-1721132.50153015,1659461.15797609
"2248529",2,"MbodienE",-1838516.04601167,1598765.91478093
"2248532",2,"MbobenE",-1733081.86245891,1637324.13426652
"2248534",2,"MbiteyenE",-1741196.06917576,1540327.8216598
"2248536",2,"MbissisS",-1772026.28634529,1729923.55909472
"2248537",2,"MbissaW",-1859303.25776821,1664259.4831858
"2248539",2,"MbirinE",-1784511.48176683,1698447.48844596
"2248540",2,"MbirdiaM",-1861896.05173545,1656998.49923921
"2248541",2,"MbiranE GayE",-1760258.16322167,1781985.51765726
"2248542",2,"MbiramA",-1750007.34281917,1770490.48448894
"2248543",2,"MbirakaM",-1743141.0087897,1691781.22273762
"2248544",2,"MbinndiougA",-1728081.33265244,1627858.35724614
"2248545",2,"MbinguenE DiouaR",-1783363.43991782,1720867.53470171
"2248546",2,"MbinguenE",-1781808.80722015,1750761.17607324
"2248548",2,"MbiloR DierI",-1683737.05193232,1845305.90039543
"2248553",2,"MbidiaM WoloF",-1857912.46169403,1671756.42148339
"2248556",2,"MbeyenE",-1687893.56154917,1755658.06500255
"2248557",2,"MbeyenE",-1690489.57742447,1654985.6033372
"2248558",2,"MbeyelognE",-1679197.664822,1732922.5707518
"2248561",2,"MbewanE",-1812518.2263171,1646774.56607919
"2248563",2,"MbeuleukhE",-1665831.93055376,1751360.29623166
"2248565",2,"MbetiT GouyE",-1801202.65792003,1618422.14456853
"2248568",2,"MbetchI",-1698355.37215639,1642097.72626019
"2248569",2,"MbeuksinE",-1751497.98737535,1708012.68480015
"2248571",2,"BarI DiamE",-1742215.38275996,1711825.75739217
"2248572",2,"MberayE",-1774888.95006151,1809935.54053333
"2248577",2,"MbenguenE",-1791361.53243151,1670560.86937076
"2248579",2,"MbemenE",-1689586.63803226,1703534.87337705
"2248581",2,"MbelongouT",-1812366.23242562,1613086.23882781
