"geonameid","group","NamE","longitude","latitude"
"2459817",2,"BougarlA",-1253024.23155004,1592653.49062137
"2459818",2,"BougaribayA",-1078193.34902632,1424387.36325653
"2459819",2,"BougariA",-1211796.96570709,1590881.37266471
"2459820",2,"BougariyA",-1212705.35592067,1394399.47170672
"2459821",2,"BougarA",-1171621.06382777,1468137.20987674
"2459827",2,"BoudofO",-1039877.51886468,1454293.50095195
"2459829",2,"BoudjadiA",-1074053.67962712,1582374.57043086
"2459830",3,"BoudissarA",48618.8455913683,1732911.45747125
"2459832",2,"BoudibagA",-1170269.62842117,1325471.77528826
"2459833",2,"BoudibagA",-1172145.33260421,1323641.16274996
"2459834",3,"BoudenzO",-971825.404414239,1608828.08446573
"2459836",2,"BoudandjI",-1204498.62588169,1576653.38466171
"2459839",2,"BoubouyA",-1039702.0378223,1431307.38947329
"2459842",2,"BouberE MangabailO",-1162426.35980569,1345769.78716315
"2459843",2,"BouberE",-1166080.91659968,1345817.99242705
"2459844",2,"BoubekO",-1167762.15921908,1351404.3483755
"2459846",2,"BoubankI",-204528.600090778,1698915.21935511
"2459847",7,"BoubabougoU",-792798.778889018,1463710.27816293
"2459850",4,"BouassabA",-559781.698429444,1470969.13882035
"2459851",4,"BouassA",-697418.434876072,1260792.70627763
"2459855",3,"BouanindiE",-906875.751226765,1492433.60810541
"2459862",7,"BouadougoU",-808196.595466028,1496633.32904626
"2459863",3,"BouadlA",-653226.693673534,1486831.15417195
"2459864",7,"BouadiebougoU",-897532.726339171,1482168.3490113
"2459865",3,"BouadianA",-838480.05888046,1494168.50696166
"2459867",2,"BotegakouroU",-1247653.06630275,1597010.31515873
"2459869",3,"BossonI",-508139.534353528,1474108.2644764
"2459870",2,"BossolO",-1096096.0926401,1604085.97231869
"2459871",3,"BosogoungoU",-347182.956178081,1814785.70154627
"2459875",3,"BosseliO",-84491.5253334111,1880456.3848577
"2459876",2,"BosahaliA",-82673.837513423,1879730.14345212
"2459877",4,"BorotossoU",-1213074.25081333,1566707.74387379
"2459879",3,"BoronkE",-1107735.65587691,1539115.23455371
"2459880",3,"BorongO",-504671.427833263,1601115.08228113
"2459882",3,"BorombA",-811571.177180498,1540906.12940986
"2459885",3,"BorokonE",-1277356.26442209,1545170.47288071
"2459887",3,"BorodyO",-872199.601654229,1622985.40135081
"2459890",3,"BoroborO",-1029663.28087583,1564696.1766984
"2459902",2,"BoghotO",-1108662.31887803,1463076.10221701
"2459903",3,"BorentA",-141746.573365644,1750043.68444376
"2459910",2,"BounoumbA",-553725.498252222,1442873.13693565
"2459912",3,"BonkoumA",-543252.038653603,1479156.57402376
"2459913",3,"BonkorO",-484166.053205834,1438167.36199938
"2459919",2,"BongouroU",-1254181.10150285,1612117.18834734
"2459922",3,"BoneguE",-676788.238153836,1349646.79230236
"2459924",2,"BondiekouroU",-1204427.83794431,1505184.79547116
"2459925",2,"BonderI",-1246572.99801812,1525739.45023415
"2459927",3,"BonbotI",-973567.216062816,1511893.39077657
"2459928",2,"BonA MoussoulE",-582516.979184937,1711402.76694136
"2459929",7,"Bona-HamadI",-585521.087568596,1711694.26562327
"2459933",3,"BonboyA",-872416.428400045,1322679.05001563
"2459935",3,"BomboroU",-941334.076581231,1341287.5195141
"2459936",3,"BomborO",-942526.435772273,1338019.73060344
"2459937",3,"BonbalA",-813846.600478481,1238571.64172428
"2459938",7,"BomandyougoU",-811707.479748998,1583933.8639501
"2459941",3,"BolokoumA",-440267.100015718,1533190.26639139
"2459942",3,"BolitomoU",-632170.870996543,1499720.43042442
"2459943",3,"BolitomoN",-695940.667472827,1441806.64956973
"2459944",3,"BolimmbA",-423114.968903288,1576236.03536855
"2459947",3,"BolibanA",-877920.248158479,1403536.21698223
"2459948",2,"BolI BanA",-1328589.75759553,1613385.03516011
"2459949",3,"Bokoy-KoyrA",-344684.485161765,1821572.93334336
"2459950",2,"BokoutinntI",-1296582.82654548,1535808.12301884
"2459951",3,"BokossonI",-532005.504505254,1466641.5569372
"2459958",3,"Boki-WerE",-611433.844853485,1552134.76560711
"2459959",3,"BokarilA",-807865.142415344,1507532.31023479
"2459963",3,"BoidiguendoU",-741723.354603357,1423247.70931776
"2459964",3,"BohidiniE",-895352.156534062,1515229.87725877
"2459966",2,"BoguerE",-826962.808485608,1661412.51766739
"2459968",3,"BogotafarA",-912545.416586398,1224416.76809797
"2459972",7,"BogodougoU",-781154.569744713,1227349.91784328
"2459973",3,"BogobelE",-960824.810387964,1449635.38917695
"2459977",2,"BofondE",-921769.353412944,1680442.71879663
"2459980",2,"BoekourA",-1089706.97590003,1678813.58268023
"2459981",2,"BoeganiolA",-1082246.55316604,1478187.15299619
"2459983",3,"BoeberI",-218558.690429988,1864585.28775003
"2459985",7,"BodiebougoU",-905008.26518525,1547420.40778265
"2459986",2,"BodiarinkO",-1142077.87215345,1488988.32168816
"2459989",7,"BobougoU",-1023230.94324138,1638107.90269946
"2459990",7,"BobougoU",-908187.882273333,1624681.32016478
"2459991",3,"BobossO",-401219.878877736,1511987.99229566
"2459992",3,"BobolA ZangassO",-546955.823414715,1388312.79381765
"2459994",7,"BoatoubougoU",-906473.197638886,1450502.75372626
"2459995",3,"BoalA WarE",-664914.48735658,1560586.64029381
"2460001",7,"BloumadougoU",-634339.410992662,1497900.22905403
"2460002",2,"BlinngO",-1218753.47538955,1483921.92662416
"2460003",3,"BlindionI",-681786.706031126,1314169.05090592
"2460004",3,"BlindiO",-696545.453709301,1287112.27752854
"2460005",3,"BlinndiO",-711282.591233473,1202417.61519938
"2460006",3,"BlenorO",-885731.346935587,1536192.04593654
"2460007",3,"BlenndO",-602892.098263036,1335493.3692603
"2460008",3,"BlaningoudiA",-817087.157225203,1525979.9410441
"2460009",2,"BlajmiL",-1158212.25252484,1692238.39638722
"2460017",2,"BissanE",-91628.1085432883,1881679.46857397
"2460018",2,"BiroU NyakatE",-876346.044484694,1715976.94755733
"2460023",2,"BirnI BongO",-304646.077793693,1848011.49993125
"2460024",4,"BirmassoU",-1295649.12371305,1548419.01726993
"2460026",2,"BiribarI",-1135043.86711922,1584290.96933888
"2460030",3,"BirakalA",-755022.970797794,1219373.57747552
"2460031",2,"BirabafarA",-1128986.32895051,1549728.02175709
"2460034",2,"BintiantE",-1051399.55751318,1619311.24871821
"2460035",3,"BinteguelA",-1258857.45658252,1593112.38627844
"2460036",3,"BintagoungoU",-403974.076032491,1852311.33839115
"2460037",2,"BinnbiA",-1143476.17973363,1371481.78546191
"2460039",7,"BinionkolonbougoU",-1021353.42758921,1614248.13235858
"2460040",3,"BingatA",-376143.718313614,1795696.86129518
"2460041",2,"BingassI",-1147642.88210111,1473656.62527591
"2460044",3,"BinedamA",-333024.109165059,1600091.06763903
"2460046",7,"BendougounI",-1026534.07403547,1448033.5731613
"2460047",7,"BindougounI",-1013102.53553636,1399492.28175325
"2460048",7,"BendougoubA",-1027786.92406209,1450523.39604374
"2460049",7,"BindougoU",-1025930.62304358,1640425.31420308
"2460050",7,"BindougoU",-1118391.48368353,1618541.11282528
"2460051",7,"BindougoU",-1268645.97856061,1577037.72345004
"2460052",7,"BindougoU",-1104061.45974719,1548817.82468219
"2460053",7,"BindougoU",-1102870.82448988,1387637.26193816
"2460054",2,"BindigA",-1149259.06465643,1587647.52677061
"2460055",3,"BinadyanA",-691920.156784597,1413030.69355819
"2460056",2,"BembalA",-778480.020865498,1493592.08826891
"2460059",7,"BilissibougoU",-1038742.54489126,1570568.1794386
"2460060",2,"BilikouatE",-1258712.80197441,1730276.00038648
"2460062",2,"BilifarA",-1016037.23784016,1429162.32234433
"2460065",2,"BilE DemberE",-477345.891414634,1656043.32123428
"2460066",2,"BilantaL",-169711.929879251,1690815.64515476
"2460067",7,"Bilali-SirandoU",-601498.909568692,1677352.51351653
"2460068",3,"BilalI KoyrA",-2588.71637655889,1790606.65150102
"2460071",3,"BilalbankorE",-408794.821010096,1739526.33861887
"2460072",2,"BilajmI",-1223721.8284986,1670582.8627726
"2460073",2,"BilafoundoU",-1200724.38831877,1414933.13085053
"2460074",7,"BiladougoU",-1037182.12115624,1458760.95224192
"2460075",2,"BiladjmI",-1254105.98911476,1637147.43596559
"2460076",2,"BiladjI KodlouroulA",-1072297.4846871,1658041.44829338
"2460077",3,"BiladiE",-788067.359973207,1228405.03753053
"2460081",2,"BidangalA",-1197441.5126172,1401897.92692311
"2460082",2,"BidandjI",-1163015.21033111,1690108.85264457
"2460094",2,"BeteandI",-1068692.23384059,1439089.16145433
"2460096",3,"BessinA",-744056.047194807,1217441.23216271
"2460097",7,"BessebougoU",-1253046.0505622,1596537.90851545
"2460099",3,"BertelA",-751895.384922655,1417028.41177593
"2460102",2,"BerkegnI",-1211061.9146221,1427143.63134291
"2460103",3,"BerimbE",-402058.25789276,1505858.68097113
"2460107",2,"BergenarE",-798641.102186757,1685230.83687644
"2460108",3,"BeretelA",-650912.187120111,1490881.19099516
"2460109",2,"BeretekoundA",-1160776.6961164,1484651.80490719
"2460110",4,"BeremassoU",-1159083.61367895,1518571.4848295
"2460114",2,"BerekoussA DiomA",-1221134.65232651,1493699.34052479
"2460115",3,"BerekomA",-1144750.2981094,1595268.0067795
"2460118",3,"BerekegnI",-1007583.05138795,1401278.88632586
"2460119",2,"BerekantounbO",-1044982.69142126,1364679.82817904
"2460120",3,"BeregoungoU",-279893.065010202,1850374.94790456
"2460122",7,"BerebougoulA",-902388.674092836,1178072.00427114
"2460123",3,"BerebogolA",-898886.496593557,1268691.11593909
"2460124",3,"BerdossoU",-332518.706772313,1630376.14325664
"2460129",3,"BenzassO",-578869.770166012,1277622.38262307
"2460130",3,"BenyokO",-932961.54479152,1579633.37751254
"2460131",3,"BenyenA",-718545.054777153,1374269.85499076
"2460134",2,"BenoudakotO",-1217699.62682388,1420563.03762499
"2460135",3,"BenngourlA",-543951.701072127,1352878.84879156
"2460136",3,"BenndielI",-390811.339138463,1601769.42523538
"2460137",3,"BennbarA",-344895.201654047,1560658.74188539
"2460138",3,"Binke-SalimA",-501053.066077089,1730789.82277463
"2460139",3,"BenioumA",-369230.059555122,1567393.69548649
"2460140",3,"BenguenI",-826392.854027533,1496966.67783003
"2460143",3,"BenenikenyI",-537075.556882845,1480809.79258234
"2460147",7,"BendougoU",-1078011.99084352,1453188.06155366
"2460148",7,"BendougoU",-1132710.17341208,1363924.59570588
"2460149",7,"BendorobougoU",-721736.031504147,1239447.21843959
"2460155",7,"BinbougoU",-716137.396240284,1299450.39249996
"2460156",2,"BemmbokotO",-1284106.10180263,1543937.32789354
"2460157",3,"BemassO",-887904.134128431,1430159.9136487
"2460161",3,"BellassaO ZeynA",-296174.064411819,1850209.90862443
"2460162",3,"BellassaO DjinguinA",-294309.509604434,1850307.4932122
"2460163",2,"BelidinkarE",-1274158.12073882,1607935.85787731
"2460166",3,"BeletelA",-631018.054733462,1482404.18855878
"2460167",3,"BelessO",-612906.579749248,1364636.89355443
"2460168",3,"BeleninkO",-800044.547782775,1462859.59404923
"2460169",3,"BeleninkO",-861397.209895589,1513506.00915865
"2460171",3,"BelenekO",-889955.537940457,1507269.97207685
"2460174",3,"BelekoU",-718615.087013126,1401370.83681471
"2460175",3,"BelekossO",-615472.697675447,1377674.95313616
"2460176",3,"Beleko-SobA",-702179.734692745,1383204.14533781
"2460178",3,"Beleko-GwenguenA",-704099.232654524,1379062.3899552
"2460179",3,"Beleko-FlalA",-702911.421176195,1380671.32004706
"2460183",7,"BelekobougoU",-777226.844644388,1493465.53769872
"2460184",7,"BelekanbougoU",-879244.091338768,1465624.36445865
"2460194",7,"BelamougoU",-750935.227369873,1589342.30963753
"2460196",7,"BelebougoU",-700403.726175938,1499003.38343946
"2460208",3,"BaguinI",-712381.915469567,1409953.06401911
"2460209",3,"BegoudjindE",-9200.22502246862,1826911.15425877
"2460211",3,"BodeweL",-346542.587580839,1550122.20330779
"2460212",2,"BedekomA",-1120622.65057421,1560229.63195733
"2460218",3,"BazogoU",-386860.269517858,1524913.1203892
"2460219",7,"BazayokobougoU",-881420.575681222,1320322.70537373
"2460224",3,"BayassO",-514365.9539384,1458976.85232605
"2460227",7,"BayabougoU",-920917.587637789,1462968.01156227
"2460229",7,"BatroebougoU",-922932.565875862,1632908.62878163
"2460230",3,"BatoumA",-436245.686055383,1753766.73483926
"2460231",3,"BatoumA",-393132.764077957,1659645.35515253
"2460232",2,"BatoudjI",-1078383.94441365,1416976.53260767
"2460235",3,"BatirilO",-482914.322611451,1509425.57889523
"2460236",2,"BatimakanA",-1026572.23411629,1472119.29685823
"2460237",2,"BatilayE",-1172698.56802388,1371872.84249772
"2460238",3,"BatigamA",-8994.34015787714,1812310.19197302
"2460239",3,"BatiensO",-471361.353867116,1461138.09096991
"2460240",7,"BassiembougoU",-660649.131751124,1488795.58501781
"2460241",2,"BaterandE",-1181153.84559963,1589383.67922069
"2460242",3,"BatchirikuI",-492794.329230559,1455849.68383953
"2460244",5,"BatangA",-83826.1410179253,1880770.90239627
"2460250",2,"BatakaredjI",-1037267.60821771,1697874.65112857
"2460252",2,"BassiyA",-1222795.74727156,1423009.46529719
"2460253",2,"BassiroU",-1158124.1012816,1712865.91140071
"2460254",3,"BassidibedjiN",-871305.659107844,1172251.40015485
"2460255",7,"BassidialandougoU",-753473.517498828,1474159.65921674
"2460256",7,"BasibougoU",-903572.671858238,1595818.01657282
"2460257",7,"BassibougoU",-1046776.02180472,1472312.99894518
"2460259",2,"BassatoU",-1189437.34990992,1538323.31553971
"2460260",3,"BasarO WerE",-665664.278073077,1605980.45393719
"2460261",2,"BassareY",-145678.743649153,1880142.34892846
"2460262",2,"BassarA",-1224160.33788212,1346854.16708704
"2460263",7,"BassalA",-859489.016095734,1552212.86809215
"2460265",7,"BassabougoU",-876006.281032062,1529364.41545852
"2460266",7,"BassabougoU",-792958.40167839,1485886.46602888
"2460267",7,"BassabougoU",-907423.811831496,1449569.53178872
"2460270",3,"BartyakobA",53331.330311972,1731974.41450927
"2460271",3,"BartagA",-8061.31945958766,1810650.12929064
"2460272",5,"BarsandagA",-1053536.24418626,1529688.04965462
"2460273",2,"BarsafE",-931423.992625832,1698714.76528754
"2460274",2,"BarsafE",-1142868.82173819,1587660.23438981
"2460275",3,"BarsafE",-849386.518312282,1581623.15669088
"2460276",3,"BarassafE",-840593.064186227,1534450.73337622
"2460277",2,"BaroumbA",-1240290.61995583,1492210.51289197
"2460278",3,"BarouelI",-747255.787014982,1449636.19829282
"2460280",2,"BarlakouroU TinntilA",-1136748.56360386,1461251.64821624
"2460282",3,"BarkinelbI",-420165.581844613,1677983.13160921
"2460283",2,"BarkainA",-80261.7895308289,1876899.30844409
"2460284",2,"BarkainA",-81162.8308057021,1875749.48411186
"2460285",2,"BarkeroU",-607153.233874913,1691100.25060435
"2460287",2,"BarkE AmadoU",-864429.137060047,1648159.83764381
"2460288",3,"BarakaiA",-971639.288759192,1458136.14444369
"2460289",2,"BarkafoU",-1203505.30020892,1665579.0874521
"2460293",3,"BarikorO",-639222.12031092,1631256.05299776
"2460299",2,"BarE SemE",-422695.565261707,1694376.72889146
"2460300",7,"BarebougoU",-845001.569291387,1570562.92345702
"2460301",7,"BarebougoU",-662803.288757645,1565268.43823597
"2460307",3,"BarayogoulekanA",-354039.248318312,1548734.10082874
"2460308",3,"BaratoU",-479803.199495379,1543439.98342414
"2460309",2,"BarassalE",-1047416.38342581,1644771.7719907
"2460312",2,"BerenimbA",-1039620.4007594,1457947.32594258
"2460313",3,"BaraniI",-1263462.4641529,1507624.59848365
"2460314",2,"BaraniaN",-1048586.34880301,1440683.87351439
"2460316",3,"BaghanbA",-597293.557503338,1394155.97025421
"2460317",7,"BaramandougoU",-501999.0202568,1505546.94957027
"2460318",3,"BaramanA",-613662.885612187,1418046.62022005
"2460319",7,"BaramabougoU",-1024275.32591668,1604406.71093933
"2460323",2,"BarakotogorE",-1126250.92593205,1542889.42878364
"2460324",3,"BarakotO",-1210867.98438757,1408347.48187037
"2460325",3,"BarakorodjI",-954724.34210059,1500159.86116598
"2460326",7,"BarakolonbougoU",-878124.917157834,1542765.88937062
"2460327",3,"BarakolE",-1229775.78354098,1604718.17831053
"2460328",7,"BarakabougoU",-605934.570017826,1581968.19599751
"2460329",7,"BarakabougoU",-725851.320143038,1425081.81329527
"2460331",2,"BarainE",-987031.628932325,1629178.52727488
"2460332",2,"BafarotO",-1189322.45315517,1557170.44608982
"2460333",2,"BarafarA",-1161899.54653731,1539827.23870545
"2460335",2,"BarabalA",-1028680.96846387,1485428.65990194
"2460338",2,"BaoundO",-155512.598598563,1878913.23520345
"2460345",3,"Bao-FlalA",-721352.093651343,1354975.28121376
"2460346",2,"BaO BowaL",-1258207.82775804,1360244.75597732
"2460347",2,"BawO BowaL",-1227406.46094714,1342503.14530191
"2460348",3,"BanzanO",-816675.737604856,1454701.5541537
"2460349",3,"BanzanA",-1252657.9690257,1605852.64001517
"2460350",3,"BanzanA",-839262.986876627,1224186.31216308
"2460351",3,"BanzanA",-797993.631031189,1167953.11939581
"2460352",3,"BanyegA",-404420.721549348,1789333.0392306
"2460353",3,"BantonA",-715474.847697312,1357691.1950508
"2460354",2,"BantomA",-1026428.26393034,1451518.83855477
"2460355",3,"BantinngoungoU",-1187107.81121737,1523814.44571645
"2460356",3,"BantinA",-452120.103964112,1553822.9963169
"2460357",3,"BantiessO",-609272.610942587,1411958.8755613
"2460358",2,"BantiankO",-1172665.81091522,1493051.4382436
"2460359",2,"BantantA",-1058952.03721314,1463052.16763472
"2460360",2,"BantankotO",-1171677.36892296,1485757.42868135
"2460361",2,"BantankO",-1244677.76945097,1410101.54268171
"2460362",2,"BantankO",-1210057.04078057,1405673.70519445
"2460364",2,"BantanhO",-339376.787981743,1824498.78020261
"2460365",2,"BantakotO",-1107721.28109622,1411798.54412718
"2460366",2,"BantahamA",-1181484.43013253,1577521.11598597
"2460368",2,"BanounfE",-1071925.23008616,1383538.16147707
"2460369",7,"BandougoU",-850807.375056289,1388554.63855011
"2460371",2,"BanntakO",-1214603.93538121,1468786.83262024
"2460372",3,"BannkarA",-182891.344126851,1873689.10485524
"2460373",2,"BannbadinnkA",-1127663.22700972,1477957.33749828
"2460375",3,"BaN MarkalA",-605823.333908444,1450891.84098414
"2460376",3,"BanlassI",76421.1154745819,1712266.28472445
"2460377",3,"BankoumanA",-632286.594432761,1422213.59435676
"2460378",3,"BankoumanA",-833597.727828303,1377732.82371586
"2460379",3,"BankoumanA",-906222.497059772,1354428.35226077
"2460380",3,"BankoumanA",-908323.878570565,1253980.57086187
"2460381",3,"BankoumA",-902243.178974913,1462288.20769816
"2460382",3,"BankO SokouM",-817357.994566645,1231644.63668846
"2460383",3,"BankorO",-696634.384929782,1379888.61221706
"2460385",3,"BankoninA",-1045160.12698626,1494836.71674209
"2460386",3,"BankoninA",-1021165.65419105,1446110.39904183
"2460388",3,"BankonI",-979681.347292022,1465813.04682386
"2460389",3,"BankonI",-1021463.514436,1431080.4930093
"2460390",3,"BankonI",-728344.282983489,1411398.05416835
"2460391",3,"BankomA",-222322.998582158,1859432.48907473
"2460392",3,"BankomA",-414612.280731041,1480536.0611083
"2460393",3,"BankolE",-1048053.99973669,1388801.20830473
"2460394",3,"BankolE",-952654.583927186,1324749.46673639
"2460395",3,"BankO KourA",-886817.458342814,1377985.1934539
"2460400",3,"BankassI",-410659.51343606,1486401.36601975
"2460401",3,"BankasS",-383531.65202383,1557888.40127483
"2460402",3,"BankanI",-409906.192122028,1789097.98228882
"2460403",3,"BankamE",-1230482.29557549,1595783.04190739
"2460404",2,"BanirE KorE",-994804.467353936,1689008.12877474
"2460407",3,"BanikanI",-305258.409291556,1681435.67620374
"2460408",2,"BanikanE",-188918.508669821,1874997.65345666
"2460409",3,"BanikaN",-390328.643962114,1775262.78712311
"2460415",2,"BaniankafatA",-1072530.41681564,1431726.04580018
"2460416",7,"BaniamebougoU",-734753.87179204,1499149.04891887
"2460417",2,"BaniakafatA",-1072673.47119662,1426168.45053438
"2460423",2,"BanhaghO",-1234311.55883596,1494207.7683984
"2460424",4,"BanguitA",-473390.395398494,1692277.88959334
"2460425",2,"BanguirilA",-1165685.91985949,1582938.966836
"2460428",3,"BanguI AkadI",61169.5618954031,1713423.96961336
"2460429",3,"Banguel-ToupE",-397912.482733913,1622036.42397315
"2460430",3,"BangoumA",-756706.819522225,1429426.78091952
"2460431",3,"BangorO",-754850.434825748,1410811.04843002
"2460435",2,"BangayA",-1172370.3678715,1472477.81746156
"2460436",2,"Bangassi-NangoU",-1253622.91335007,1613625.17902359
"2460437",7,"BangassidougoU",-1251262.79738085,1618918.349284
"2460439",2,"BangassI",-1072973.02661733,1666660.12693069
"2460440",3,"BangassI",-1173772.98204885,1660026.4105047
"2460441",3,"BangassI",-1115634.36050166,1633129.72641774
"2460442",3,"BangassI",-1237109.5304588,1597171.49096752
"2460443",3,"BangassI",-1085660.9273631,1591229.22205435
"2460444",3,"BangassI",-1224319.15397766,1580578.3238314
"2460445",3,"BangassI",-476401.367660722,1534580.95105964
"2460446",3,"BangassI",-506618.041909001,1493182.45512914
"2460447",3,"BangassI",-469227.490617947,1479076.69961234
"2460448",3,"BangassI",-1003751.5121257,1457563.08985949
"2460449",3,"BangassI",-1043480.91458989,1446825.05924385
"2460453",3,"BanganourA",-1213299.28288297,1560484.94189732
"2460455",7,"BangalebougoU",-819453.168879287,1497263.98758704
"2460456",3,"BangalA",-1135574.045841,1633863.85217295
"2460458",3,"BangadinA",-510483.880241377,1401278.28777196
"2460459",3,"BangadiE",-229369.329967978,1613607.59269973
"2460460",3,"Bangadarya-WoulouN",-357000.149292673,1774068.05001788
"2460461",3,"Bangadarya-AbadyoumA",-386413.758405784,1772204.58634741
"2460466",3,"BanfoulA",-433491.485635425,1717312.34525393
"2460467",2,"BanfarA",-1053546.75220513,1451556.43216771
"2460468",2,"BanfarA",-1152902.11659436,1360480.02821124
"2460469",2,"BanfankotO",-1244740.92185094,1429272.48598883
"2460471",7,"BaneguebougoU",-811572.692514895,1554249.35276996
"2460472",7,"BandyougoubougoU",-946938.743734639,1688338.73589605
"2460473",7,"BandyougoubougoU",-966701.553227558,1670508.42300842
"2460475",3,"BandomA",-1030580.4507238,1461956.93372102
"2460476",2,"Bandiougou-LambE",-985276.951826117,1663293.293017
"2460477",3,"BandiougoulA",-1141919.34561711,1695674.97018507
"2460478",3,"BandiougoulA",-889621.334293875,1527021.78230962
"2460479",3,"BandiougoufarA",-917656.700433466,1244818.93350682
"2460480",2,"BandiougoubouriA",-1080256.32377366,1415147.0534956
"2460481",7,"BandiougoubougoU",-1071704.02731639,1563769.24885642
"2460482",2,"BandioniA",-1219738.20823772,1413618.85059352
"2460483",2,"BandigoulA",-1035776.83926339,1442373.41466212
"2460484",3,"BandiendE",-26000.7061553218,1835123.77205735
"2460485",7,"BadiankabougoU",-901194.142257353,1519094.44999388
"2460486",2,"BandialA",-905924.056130392,1185503.02945127
"2460489",2,"BandiagarA",-393516.274552141,1588115.50584149
"2460494",1,"BanboutA",1132512.24657261,1439942.41024553
"2460495",7,"BanbougoU",-581504.760925092,1521616.70505958
"2460496",7,"BanbougoU",-639923.918884667,1384801.50323497
"2460497",2,"BanbirA",-1274068.35391445,1601685.49234851
"2460498",2,"BanberA",-1207314.88497249,1658686.63326601
"2460502",2,"BambaraN",-994497.984138319,1526911.31899247
"2460503",2,"BambalA GuimbalA",-1020932.93531787,1484039.7666354
"2460504",3,"BanbalA",-876511.678719281,1448255.58967553
"2460505",2,"BambakO",-1204289.62848925,1432702.07950753
"2460506",2,"BanbA GuedE",-999545.262016975,1700569.96696577
"2460507",2,"BanbafarA",-1043488.42334065,1425797.06298053
"2460508",2,"BambadinkA",-1229183.52346027,1378684.96848779
"2460509",2,"Bambadi-AourA",-1232845.80272661,1349166.72146368
"2460516",3,"BananzolE",-867349.459352726,1355257.60769088
"2460517",3,"BanantoU",-715237.315083139,1386028.26935105
"2460518",3,"BanantoU",-818039.91839601,1375676.63821187
"2460519",3,"BanansO",-663570.981585184,1205781.12406851
"2460520",3,"BanankourA",-996239.213114664,1417811.13806041
"2460521",3,"BanankoumoU",-840154.684991072,1301006.54224558
"2460522",3,"BanankorO",-844134.62644516,1523078.91074426
"2460523",3,"BanankorO",-674328.683344727,1495439.77109241
"2460524",3,"BanankorO",-1033175.40155001,1487487.60409801
"2460525",2,"BanangouroU",-668284.983954339,1484447.43071285
"2460526",3,"BanankorO",-898318.049855946,1458661.82463299
"2460527",3,"BanankorO",-781784.549256282,1450962.81587041
"2460528",3,"BanankorO",-972813.736496373,1423991.98116057
"2460529",3,"BanankorO",-869607.780288604,1384315.12689633
"2460530",3,"BanankorO",-857966.652526047,1322902.97156979
"2460531",3,"BanankorO",-953158.721385282,1300692.91986188
"2460532",3,"BanankorO",-847305.921674531,1279835.01905154
"2460533",3,"BanankorO",-615844.026725202,1211012.5956137
"2460535",3,"BanankonI",-634134.120217404,1253926.9491885
"2460536",3,"BanankO",-920454.185275043,1469880.87273677
"2460537",3,"BanankorO",-725893.240228648,1245111.70348948
"2460538",3,"BanankelE",-829027.458661996,1177445.62863945
"2460539",7,"BanankabougoU",-1258510.19574758,1602647.87127774
"2460540",3,"BanankoronI",-697505.422368784,1517046.81911683
"2460541",3,"BanankoronI",-698346.7059101,1479249.9082066
"2460542",3,"BanantomO",-691454.594032396,1464203.27913941
"2460543",3,"BanamblE",-747525.015623575,1497058.4778675
"2460544",3,"BanambanI",-879311.184755567,1419278.71843256
"2460546",3,"BanambA",-813671.783797716,1502500.34980013
"2460547",3,"BanambA",-708322.817777573,1464660.64912804
"2460548",2,"BanakouroU",-1196150.22234954,1484852.15370136
"2460549",3,"BanadjiE",-468677.540644299,1684714.28272037
"2460551",7,"BanabougoU",-658072.327925957,1565725.90444415
"2460562",7,"BamodibougoU",-805782.115521777,1487287.66495962
"2460566",3,"BamderE",-594908.371915955,1333744.58407907
"2460567",7,"BambougoU",-665157.524376806,1510503.44725492
"2460568",7,"BanbougoU",-585879.365199823,1271526.5422664
"2460570",2,"BambilA",-1155244.0732849,1602766.10948331
"2460571",2,"BambilA",-1123320.76739027,1590854.72746703
"2460572",3,"BambilA",-803939.198496204,1535005.09722658
"2460573",2,"BanbelA",-1260191.73806712,1629465.75994013
"2460574",2,"Banbara-SintienkourA",-1269317.52769339,1611388.98352185
"2460575",2,"Bambara-MaoundE",-302234.324906684,1753955.031227
"2460576",3,"BanbarA",-457705.326943,1485158.14359717
"2460578",2,"BambangoumbA",-761770.408686223,1674542.77717263
"2460579",2,"BambalA",-915469.449212512,1263300.34529442
"2460580",2,"BambA DiguA",-1022898.53827373,1616270.66940892
"2460581",2,"BambadA",-1150056.82030702,1604131.68218644
"2460586",3,"BamankO",-972286.059899497,1500996.51117629
"2460587",3,"BamangayE",-449649.682139318,1703417.20142133
"2460588",3,"BanamantoU",-715209.880932567,1304852.3086164
"2460591",3,"BamakonI",-850500.68097572,1334258.71000879
"2460592",3,"BamakoloN",-911213.932420584,1522642.29372748
"2460593",3,"BamakO KourA",-877920.248158479,1403536.21698223
"2460597",2,"BamafelE",-1137173.87401383,1456195.1768958
"2460598",3,"BamadoU",-765296.708969626,1437246.2440729
"2460599",3,"BamadiguiN",-939779.505745734,1328316.11624956
"2460600",7,"BamabougoU",-876211.324406097,1491811.52395682
"2460601",7,"BamabougoU",-896210.077260233,1457028.71366816
"2460604",3,"BaltenE",-996632.276261836,1401149.3159453
"2460608",2,"BalinndalA",-1036920.53280648,1396075.6447506
"2460610",3,"BalikongO",-606725.031545418,1488488.20476858
"2460611",2,"BaliakO",-1216065.32404003,1431315.52755934
"2460614",2,"BalE ZenoN",-1070654.19214828,1690452.7902402
"2460615",2,"BaleanI",-1032899.05067968,1457741.56693896
