"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code"
2033544,"Yadong","Yadong","Ya-tung,Yadong,Yadong Zhen,ya dong,ya dong zhen,亚东,亚东镇",48.5031,123.78273,"P","PPLA4"
2033545,"Yabut","Yabut","",42.2,101.03333,"P","PPL"
2033562,"Suhai Shuwan","Suhai Shuwan","Suhai Shuwan,Xuhaishuwan",40.24639,110.8425,"P","PPL"
2033563,"Xugui Sum","Xugui Sum","Hsiu-kou,Xugui,Xugui Sum",40.29694,103.59806,"P","PPL"
2033564,"Xuguang","Xuguang","Xuguang,xu guang,旭光",51.50587,122.09126,"P","PPL"
2033567,"Xuetian","Xuetian","Xuetian,Xuetian Xiang,xue tian,xue tian xiang,学田,学田乡",45.66667,121.26667,"P","PPLA4"
2033575,"Xogin","Xogin","Shao-ken,Xogin",43.63333,120.85,"P","PPL"
2033576,"Xizi","Xizi","Han-tzu,Hsi-tzu,Xizi",41.78333,119.25,"P","PPL"
2033585,"Xixiaozhao","Xixiaozhao","Hsi-hsiao-chao,Xixiaozhao",40.87694,108.35806,"P","PPL"
2033589,"Xiwulanbulang","Xiwulanbulang","",41.1,110.96667,"P","PPL"
2033592,"Xiwopu","Xiwopu","Hsi-wo-p'u,Hsi-wo-p’u,Xiwopu",42.74444,119.01917,"P","PPL"
2033599,"Xiwagebo","Xiwagebo","Xiwagebo,Xiwagebu",40.98806,108.29194,"P","PPL"
2033607,"Xi Ujimqin Qi","Xi Ujimqin Qi","Hsi-wu-chu-mu-ch'in Ch'i,Hsi-wu-chu-mu-ch’in Ch’i,West Ujumuchin Banner,Wu-chu-mu-ch'in-yu-i Ch'i,Wu-chu-mu-ch’in-yu-i Ch’i,Xi Ujimqin,Xi Ujimqin Qi,Xiwuzhumuqin Qi,xi wu,xi wu zhu mu qin qi,西乌,西乌珠穆沁旗",44.70669,117.81078,"A","ADM3"
2033618,"Xishanzui","Xishanzui","Hsi-shan-tsui,Urad Qianqi,Wu-la-t'e-ch'ien-ch'i,Wu-la-t’e-ch’ien-ch’i,Wulateqian Qi.,Xishanzui,Xishanzui Zhen,wu la te qian qi,xi shan zui,xi shan zui zhen,乌拉特前旗,西山嘴,西山嘴镇",40.7075,108.64389,"P","PPLA4"
2033620,"Xishan","Xishan","Hsi-shan,Xishan",42.60472,119.05833,"P","PPL"
2033625,"Xiqiao","Xiqiao","Hsi-ch'iao,Hsi-ch’iao,Xiqiao",41.8,119,"P","PPL"
2033637,"Xinzhen","Xinzhen","",42.61528,121.03528,"P","PPL"
2033639,"Xinzhangfang","Xinzhangfang","Hsin-chang-fang,Xinzhangfang,xin zhang fang,新帐房",50.13703,121.81142,"P","PPL"
2033654,"Xin Us","Xin Us","Hsi-ni-wu-su,Xin Us",40.7525,105.35583,"P","PPL"
2033659,"Xintian","Xintian","Xintian,Xintian Zhen,xin tian,xin tian zhen,新天,新天镇",51.20354,124.20852,"P","PPLA4"
2033672,"Xinmincun","Xinmincun","Hsin-min-ts'un,Hsin-min-ts’un,Xinmincun",42.61667,120.21667,"P","PPL"
2033686,"Xinlin","Xinlin","Hsin-lin,Xinlin",43.96667,118.05,"P","PPL"
2033698,"Xinkai He","Xinkai He","Hsin-k'ai Ho,Hsin-k’ai Ho,Hsin-liao Ho,Uriji-muru,Xinkai He",43.59417,123.48861,"H","STM"
2033706,"Xiniqi","Xiniqi","Hsi-ni-ch'i,Hsi-ni-ch’i,Xiniqi,Xiniqi Zhen,xi ni qi,xi ni qi zhen,西尼气,西尼气镇",50.38508,121.69767,"P","PPLA4"
2033707,"Xinhui","Xinhui","Ao-han-ch'i,Ao-han-ch’i,Aohan Qi,Hsin-hui,Ts'ai-yuan-tzu,Ts’ai-yüan-tzu,Xinhui,Xinhui Zhen,ao han qi,xin hui,xin hui zhen,敖汉旗,新惠,新惠镇",42.28389,119.89833,"P","PPLA3"
2033711,"Xinhua","Xinhua","",41.05306,107.58972,"P","PPL"
2033712,"Xin Hot","Xin Hot","A-pa-ka-ch'i,A-pa-ka-ch’i,Abag Qi,Abaga Qi,Han-pu-miao,Hanbeimiao,Hsin-hao-t'e,Hsin-hao-t’e,Xin Hot,a ba ga qi,han bei miao,xin hao te,新浩特,汉贝庙,阿巴嘎旗",44.02005,114.96806,"P","PPL"
2033713,"Xinhen Barun","Xinhen Barun","",48.9,119.8,"P","PPL"
2033720,"Xingshunxi","Xingshunxi","Hsing-shun-hsi,Xingshunxi",41.26583,109.98389,"P","PPL"
2033758,"Xinghe Xian","Xinghe Xian","Hsing-ho Hsien,Xinghe,Xinghe Xian,xing he,xing he xian,兴和,兴和县",40.92223,113.81535,"A","ADM3"
2033759,"Xinghe Chengguanzhen","Xinghe Chengguanzhen","Erh-tao-ho,Hingho,Hingho-hsien,Hsing-ho,Hsing-ho-hsien,Xinghe,Xinghe Chengguanzhen,Xinghe Xian,xing he,xing he cheng guan zhen,xing he xian,兴和,兴和县,兴和城关镇",40.87556,113.88389,"P","PPLA3"
2033769,"Xing’anling Pinggang","Xing'anling Pinggang","",46.8,120.08333,"T","MT"
2033770,"Xing’anling","Xing'anling","",48.8,121.7,"P","PPL"
2033771,"Xing’anli","Xing'anli","",49.7,122.16667,"P","PPL"
2033778,"Xindianzi","Xindianzi","",40.25,112.08333,"P","PPL"
2033783,"Xindi","Xindi","Hsin-ti,Xindi",42.08694,119.89667,"P","PPL"
2033790,"Xin Bulag Dong","Xin Bulag Dong","Hsin-pao-li-ko-tung,Xin Bulag Dong",48.8,118.8,"P","PPL"
2033791,"Xin Bulag","Xin Bulag","Hobot Xar,Hsiang-huang-ch'i,Hsiang-huang-ch’i,Hsin-pao-la-ka,Hsin-pao-li-ko,Shang-tu-hsiang-huang-ch'i,Shang-tu-hsiang-huang-ch’i,Shang-tu-hsiang-huang-lien-ho-ch'i,Shang-tu-hsiang-huang-lien-ho-ch’i,Xianghuang Qi,Xin Bulag,Xinbo Lage,Xinbo Lage Zhen,xiang huang qi,xin bao la ge,xin bao la ge zhen,新宝拉格,新宝拉格镇,镶黄旗",42.2375,113.83639,"P","PPLA3"
2033796,"New Barag Right Banner","New Barag Right Banner","New Barga Right Banner,New Barga West Banner,Sin-e Barɣu Baraɣun qosiɣu,Sin-eh Baru Baraun kˌosiu,XRQ,Xin Ba'erhu Youqi,Xīn Bā'ěrhǔ Yòuqí,xin ba er hu you qi,Син-э Бару Бараун қосиу,新巴尔虎右旗,新巴爾虎右旗",48.74369,116.84987,"A","ADM3"
2033797,"Xin Barag Zuoqi","Xin Barag Zuoqi","Hsin-pa-erh-hu-tso Ch'i,Hsin-pa-erh-hu-tso Ch’i,Hsin-pa-erh-hu-tso-i Ch'i,Hsin-pa-erh-hu-tso-i Ch’i,New Barga East Banner,New Barga Left Banner,Xin Barag,Xin Barag Zuoqi,Xinba'erhu,Xinba'erhu Zuoqi,Xinba’erhu,Xinba’erhu Zuoqi,xin ba er hu,xin ba er hu zuo qi,新巴尔虎,新巴尔虎左旗",48.26691,118.27205,"A","ADM3"
2033809,"Hexixincun","Hexixincun","Hexixincun,Hsi-miao,Khusisin'tsun',Khusisin’tsun’,Simyao,Ximiao",40.98472,100.21028,"P","PPL"
2033814,"Xiluga He","Xiluga He","Hsi-lu-ka Ho,Xiluga He",42.35,118.63333,"H","STM"
2033821,"Xilin Qagan Obo","Xilin Qagan Obo","Ch'a-han-o-po-miao,Ch'a-han-o-po-su-mu,Cha-kan-ao-pao-su-mu,Ch’a-han-o-po-miao,Ch’a-han-o-po-su-mu,Hsi-lin-ch'a-kan-ao-pao,Hsi-lin-ch’a-kan-ao-pao,Xilin Qagan Obo",44.25,111.66667,"P","PPL"
2033823,"Xilinhot Shi","Xilinhot Shi","A-pa-ha-na-erh Ch'i,A-pa-ha-na-erh Ch’i,Abagnar Qi,Xilinhao Teshi,Xilinhaote,Xilinhaote Shi,Xilinhot,Xilinhot Shi,a ba ha na er qi,xi lin hao te,xi lin hao te shi,锡林浩特,锡林浩特市,阿巴哈纳尔旗",43.94851,116.0814,"A","ADM3"
2033824,"Xilin Hot","Xilin Hot","A-pa-ha-na-erh-ch'i,A-pa-ha-na-erh-ch’i,A-pa-ha-na-erh-tso-i-ch'i,A-pa-ha-na-erh-tso-i-ch’i,A-pa-ha-na-erh-yu-i-ch'i,A-pa-ha-na-erh-yu-i-ch’i,A-pa-k'a-pei-tzu-fu,A-pa-k’a-pei-tzu-fu,Abaga Pei-tzu-fu,Abagnar Qi,Hsi-lin-hao-t'e,Hsi-lin-hao-t’e,Hsi-lin-kuo-ch'in,Hsi-lin-kuo-ch’in,Pei-tzu-fu,Pei-tzu-miao,Peitzemiao,Silinghot,XIL,Xilin Hot,Xilinhaote Shi,Xilinhot,a ba ha na er qi,xi lin hao te,xi lin hao te shi,锡林浩特,锡林浩特市,阿巴哈纳尔旗",43.96667,116.03333,"P","PPL"
2033827,"Xilin Gol Meng","Xilin Gol Meng","Hsi-lin-gol Meng,Hsi-lin-kuo-le Meng,Hsi-lin-kuo-lo Meng,Hsilinkuole League,Silingol League,Xilin,Xilin Gol Meng,Xilinguole Meng,xi lin,xi lin guo lei meng,锡林,锡林郭勒盟",44.85493,115.72789,"A","ADM2"
2033828,"Xilin Gol","Xilin Gol","Hsi-lin Ho,Hsi-lin-kuo-le,Hsi-lin-kuo-lo Ho,Reka Shiliin-gol,Reka Silingol,Shara Gol,Shilon,Shirin-goru Ho,Shirinkhe,Xilin Gaole,Xilin Gol,xi lin gao lei,锡林高勒",43.91667,116.08333,"H","STM"
2033834,"Xilaotou Shan","Xilaotou Shan","",45.9,120.08333,"T","MT"
2033837,"Xil","Xil","Hsi-li,Xil",43.46972,112.13861,"P","PPL"
2033838,"Xikouzi","Xikouzi","Ch'i-ch'ien-chiu-hsien,Ch'i-ch'ien-ho,Ch'i-kan-ho,Chikan,Chiu-ch'i-ch'ien,Chiu-ch’i-ch’ien,Ch’i-ch’ien-chiu-hsien,Ch’i-ch’ien-ho,Ch’i-kan-ho,Hsi-k'ou-chu,Hsi-k'ou-tzu,Hsi-k’ou-chü,Hsi-k’ou-tzu,Hsing-lung-chen,Sikouczy,Tsigan,Xikouzi,xi kou zi,Сикоуцзы,西口子",53.13333,120.65,"P","PPL"
2033839,"Xikou","Xikou","Hsi-k'ou,Hsi-k’ou,Xikou",46.7,120.68333,"P","PPL"
2033842,"Xi Jirem","Xi Jirem","",45.6,120.6,"P","PPL"
2033844,"Xijingcun","Xijingcun","Hsi-ching-ts'un,Hsi-ching-ts’un,Xijingcun",41.78583,113.22972,"P","PPL"
2033848,"Xi Hu","Xi Hu","Xi Hu,xi hu,西湖",42.86667,120.55,"H","LK"
2033849,"Xi He","Xi He","Hsi Ho,Morin,Morin-goru Ho,Mu-Lin Ho,Reka Morin-gol,Xi He,xi he,西河",42.42694,100.90361,"H","STM"
2033867,"Xifangzicun","Xifangzicun","Hsi-fang-ts'un,Hsi-fang-ts’un,Hsi-fang-tzu-ts'un,Hsi-fang-tzu-ts’un,Xifangzicun",41.51361,113.61806,"P","PPL"
2033872,"Xidoupu","Xidoupu","Hsi-tou-p'u,Hsi-tou-p’u,Hsi-wu-t'ou-p'u,Hsi-wu-t’ou-p’u,Xidoupu,Xidoupu Zhen,Xinmin,xi dou pu,xi dou pu zhen,xin min,新民,西斗铺,西斗铺镇",41.22487,109.79811,"P","PPLA4"
2033873,"Xi Dorolj","Xi Dorolj","Hsi-tu-erh-chi,Xi Dorolj",44.61667,121.16667,"P","PPL"
2033883,"Xibo He","Xibo He","Hsi-po Ho,Xibo He,xi po he,锡泊河",42.33333,118.88333,"H","STM"
2033884,"Xibet","Xibet","",42.2,113.7,"P","PPL"
2033889,"Xibe Hua","Xibe Hua","Hsi-po-hua,Xibe Hua",44.05,121.7,"P","PPL"
2033898,"Xiaximian Shan","Xiaximian Shan","Hsia-hsi-mien Shan,Xiaximian Shan",42.79194,117.49056,"T","MT"
2033901,"Xiawa","Xiawa","Hsia-wa,Xiawa,Xiawa Zhen,xia wa,xia wa zhen,下洼,下洼镇",42.58628,120.53934,"P","PPLA4"
2033903,"Xiatoudi","Xiatoudi","Hsia-t'ou-ti,Hsia-t’ou-ti,Xiatoudi",42.91667,118.18333,"P","PPL"
2033908,"Xiashanwan","Xiashanwan","Hsia-shan-wan,Xiashanwan",44.1,119.4,"P","PPL"
2033915,"Xiaoyangqi","Xiaoyangqi","Hsiao-yang-ch'i,Hsiao-yang-ch’i,Xiaoyangqi,Xiaoyangqi Zhen,xiao yang qi,xiao yang qi zhen,小杨气,小杨气镇",50.8,124.28333,"P","PPLA4"
2033919,"Xiaoxiangshui","Xiaoxiangshui","Hsiao-hsiang-shui,Hsiao-hsiang-shui-miao,Xiaoxiangshui",42.96972,119.89139,"P","PPL"
2033935,"Xiaoshetai","Xiaoshetai","Hsiao-nai-ta,Hsiao-she-t'ai,Hsiao-she-ta,Hsiao-she-t’ai,Syaonayda,Xiaoshetai",41.2,109.5,"P","PPL"
2033941,"Xiaopaozi","Xiaopaozi","",45.1,116.6,"P","PPL"
2033957,"Xiaojingzi","Xiaojingzi","",43.56667,116.1,"P","PPL"
2033959,"Xiaojieji","Xiaojieji","Hsiao-chieh-chi,Xiaojieji",43.88333,121.51667,"P","PPL"
2033966,"Xiaohezi","Xiaohezi","Hsiao-ho-tzu,Hsiao-yo-tzu,Hsieh-ho-tzu,Shakhedzo,She-ho-tzu,Shekhetszy,Shu-ho-tzu,Xiaohezi",50.31667,119.4,"P","PPL"
2033968,"Xiaoheyan","Xiaoheyan","Hsiao-ho-yen,Xiaoheyan,Xinanwanzi",42.4375,119.57111,"P","PPL"
2033971,"Xiaohaizi","Xiaohaizi","",41.49333,113.73278,"P","PPL"
2033977,"Xiao’ergou","Xiao'ergou","Hsiao-erh-kou,Xiao'ergou,Xiao’ergou",49.2,123.75,"P","PPL"
2033987,"Xiaochengzi","Xiaochengzi","Hsiao-ch'eng-tzu,Hsiao-ch’eng-tzu,Xiaochengzi",43.4,118.15,"P","PPL"
2033989,"Xiaochengzi","Xiaochengzi","Hsiao-ch'eng-tzu,Hsiao-ch’eng-tzu,Ning-ch'eng,Ning-ch’eng,Ta-ning,Xiaochengzi",41.75,118.98333,"P","PPL"
2034000,"Xianjin","Xianjin","",42.56556,121.76639,"P","PPL"
2034007,"Xiangyang","Xiangyang","",43.3,123.63333,"P","PPL"
2034017,"Xianghuang Qi","Xianghuang Qi","Hobot Xar Qi,Hsiang-huang Ch'i,Hsiang-huang Ch’i,Xianghuang,Xianghuang Qi,xiang huang,xiang huang qi,镶黄,镶黄旗",42.31009,114.09181,"A","ADM3"
2034049,"Xebert","Xebert","She-po-t'u,She-po-t’u,Xebert",44.03333,122,"P","PPL"
2034050,"Xar Tal","Xar Tal","",43.06667,119.31667,"P","PPL"
2034051,"Xar Moron Sum","Xar Moron Sum","Sha-erh-mo-jen-so-mu,Shara Moron Sume,Shara Mörön Süme,Xar Moron Sum",42.03528,111.52667,"P","PPL"
2034052,"Xar Moron He","Xar Moron He","Hsi-la-mu-lun Ho,Hsila Murun,Shara Moron,Shara Muren,Shara Mörön,Shira Muren,Upper Liao,Xar Moron He",43.41667,120.75,"H","STM"
2034053,"Xar Hudag","Xar Hudag","Hsi-la-hu-tu-ko,Hsi-ya-la-huo-to-chia,Xar Hudag",45.1,114.45,"P","PPL"
